Time(Sec),Roll(rad),Pitch(rad),Yaw(rad),A_x(m/s2),A_y(m/s2),A_z(m/s2)
86.378935,0.088862,-0.060930,-3.061359,0.735979,0.975735,9.846208
86.388054,0.088811,-0.060976,-3.061312,0.662160,1.034662,9.847072
86.399470,0.088763,-0.060959,-3.061308,0.492463,1.050478,10.073723
86.416534,0.088601,-0.060931,-3.061329,0.480298,1.043803,10.142222
86.426434,0.088435,-0.060914,-3.061402,0.288649,1.102481,10.179384
86.434879,0.088233,-0.060963,-3.061546,0.230640,0.982743,10.133210
86.441241,0.087986,-0.061132,-3.061711,0.239488,0.935880,9.870289
86.454673,0.087755,-0.061327,-3.061902,0.374886,0.924716,9.714526
86.469872,0.087521,-0.061510,-3.062065,0.383407,0.754282,9.545348
86.493258,0.087330,-0.061655,-3.062199,0.581845,0.825157,9.509861
86.493267,0.087111,-0.061758,-3.062329,0.632751,0.974875,9.229791
86.501769,0.086929,-0.061765,-3.062469,0.466976,1.004372,9.329100
86.501801,0.086701,-0.061724,-3.062616,0.529010,0.889729,9.349553
86.554446,0.086534,-0.061735,-3.062794,0.598021,0.886796,9.235675
86.554480,0.086353,-0.061787,-3.062979,0.666291,0.864922,9.433090
86.554982,0.086213,-0.061919,-3.063184,0.648172,0.907907,9.531865
86.555006,0.086105,-0.062087,-3.063372,0.803682,0.843529,9.539413
86.566705,0.086047,-0.062246,-3.063497,0.804495,0.850899,9.626267
86.574519,0.085983,-0.062332,-3.063567,0.779593,0.701798,9.801550
86.574547,0.085935,-0.062410,-3.063617,0.840772,0.826320,9.865334
86.579736,0.085868,-0.062516,-3.063657,0.622586,0.846550,9.918747
86.587676,0.085817,-0.062691,-3.063704,0.724301,0.804779,9.936060
86.599791,0.085771,-0.062888,-3.063748,0.807982,0.790397,10.056360
86.612498,0.085750,-0.063018,-3.063777,0.718204,0.667066,9.928968
86.625448,0.085694,-0.063068,-3.063833,0.801651,0.689833,9.873416
86.631444,0.085675,-0.063009,-3.063858,0.945922,0.684086,9.842239
86.642254,0.085650,-0.062878,-3.063881,0.760542,0.639360,9.713070
86.655104,0.085644,-0.062723,-3.063910,0.607841,0.622791,9.560069
86.668710,0.085676,-0.062617,-3.063927,0.650241,0.737307,9.493733
86.681406,0.085662,-0.062550,-3.063949,0.463922,0.700987,9.539858
86.693667,0.085630,-0.062567,-3.064003,0.546224,0.689767,9.465403
86.693689,0.085545,-0.062566,-3.064085,0.712190,0.783999,9.661547
86.703316,0.085441,-0.062568,-3.064155,0.539647,0.849830,9.751563
86.715319,0.085291,-0.062547,-3.064228,0.402548,0.758128,9.837373
86.731099,0.085111,-0.062475,-3.064292,0.543114,0.730669,10.035536
86.744224,0.084909,-0.062482,-3.064385,0.542999,0.772280,10.101044
86.744256,0.084733,-0.062564,-3.064497,0.346876,0.848728,10.066337
86.756217,0.084564,-0.062681,-3.064606,0.429534,0.895279,9.958405
86.768477,0.084422,-0.062850,-3.064763,0.479086,0.898549,9.826881
86.780916,0.084280,-0.063012,-3.064943,0.547577,0.905075,9.662104
86.794426,0.084131,-0.063063,-3.065139,0.588475,0.878096,9.645470
86.805668,0.083953,-0.063133,-3.065337,0.705366,0.810828,9.433406
86.805676,0.083728,-0.063123,-3.065503,0.578712,0.830683,9.346503
86.812037,0.083475,-0.063094,-3.065660,0.601326,0.886234,9.386817
86.822120,0.083181,-0.063122,-3.065798,0.676488,0.914703,9.397428
86.834687,0.082937,-0.063140,-3.065916,0.652906,0.895659,9.326597
86.840981,0.082684,-0.063185,-3.065995,0.563497,0.890538,9.435130
86.847837,0.082447,-0.063202,-3.066031,0.642118,0.792890,9.629051
86.862011,0.082229,-0.063216,-3.066034,0.921284,0.800030,9.560264
86.874345,0.082060,-0.063221,-3.066031,0.733703,0.868963,9.784922
86.886942,0.081952,-0.063265,-3.066005,0.569863,0.924066,9.905472
86.898132,0.081899,-0.063338,-3.065991,0.505676,0.889386,9.782619
86.908166,0.081891,-0.063528,-3.065973,0.766720,0.693432,9.822358
86.920794,0.081910,-0.063666,-3.065946,0.741081,0.745172,10.038459
86.934125,0.082002,-0.063804,-3.065877,0.802011,0.653182,9.890806
86.934187,0.082068,-0.063882,-3.065785,0.848796,0.656250,9.899088
86.940945,0.082156,-0.063872,-3.065681,0.779203,0.532858,10.093205
86.951862,0.082255,-0.063822,-3.065567,0.644347,0.667979,9.964150
86.968050,0.082370,-0.063725,-3.065452,0.407971,0.537198,9.814521
86.978486,0.082476,-0.063795,-3.065357,0.333101,0.529245,9.990756
86.991431,0.082595,-0.063984,-3.065273,0.330569,0.437391,9.944551
87.006905,0.082732,-0.064262,-3.065207,0.322664,0.477099,9.799476
87.006921,0.082878,-0.064516,-3.065153,0.443108,0.455503,9.850095
87.021338,0.083055,-0.064772,-3.065125,0.397922,0.602095,9.698406
87.030725,0.083183,-0.064943,-3.065147,0.355978,0.593623,9.611421
87.030737,0.083262,-0.065124,-3.065210,0.616992,0.462791,9.624245
87.036349,0.083316,-0.065280,-3.065280,0.596633,0.445516,9.591352
87.053807,0.083344,-0.065428,-3.065367,0.529488,0.570592,9.614107
87.065415,0.083316,-0.065476,-3.065468,0.705902,0.459158,9.780807
87.075429,0.083287,-0.065502,-3.065575,0.808679,0.356322,9.635324
87.083776,0.083290,-0.065549,-3.065686,0.925284,0.499061,9.690535
87.092937,0.083344,-0.065505,-3.065763,0.768207,0.541410,9.727422
87.104365,0.083449,-0.065505,-3.065889,0.863552,0.734293,9.577896
87.119685,0.083606,-0.065514,-3.065994,0.744322,0.696500,9.528149
87.131769,0.083832,-0.065601,-3.066122,0.587636,0.699953,9.563043
87.148810,0.083997,-0.065754,-3.066284,0.777900,0.847779,9.606479
87.148823,0.084184,-0.065910,-3.066416,0.861213,0.974261,9.649621
87.159848,0.084376,-0.066091,-3.066505,0.871475,0.954977,9.608059
87.172462,0.084569,-0.066215,-3.066588,0.821917,1.080027,9.530430
87.181137,0.084746,-0.066331,-3.066587,0.971924,1.035168,9.418142
87.181144,0.084897,-0.066372,-3.066594,0.919916,1.139726,9.363272
87.190140,0.084997,-0.066350,-3.066589,0.901742,1.234136,9.436646
87.199990,0.085159,-0.066309,-3.066577,0.714978,1.192686,9.482744
87.217767,0.085290,-0.066184,-3.066590,0.929674,1.190729,9.624476
87.231473,0.085379,-0.065989,-3.066622,0.578715,1.158380,9.816344
87.242755,0.085461,-0.065799,-3.066674,0.656951,1.094974,10.026362
87.242771,0.085508,-0.065606,-3.066766,0.678201,1.039581,10.166067
87.252161,0.085479,-0.065470,-3.066898,0.313457,1.081358,10.198239
87.270005,0.085405,-0.065471,-3.067025,0.611801,1.075974,10.162477
87.284126,0.085337,-0.065480,-3.067170,0.401532,0.979354,10.088060
87.298510,0.085195,-0.065657,-3.067285,0.347656,0.862379,9.901683
87.298584,0.085076,-0.065812,-3.067383,0.611964,0.847738,9.961711
87.319100,0.084953,-0.065995,-3.067438,0.480871,0.739877,9.749002
87.326287,0.084776,-0.066207,-3.067490,0.425510,0.860864,9.569798
87.326311,0.084597,-0.066401,-3.067577,0.428457,0.867651,9.547573
87.333566,0.084499,-0.066638,-3.067733,0.589684,0.904152,9.452595
87.343783,0.084454,-0.066882,-3.067894,0.494507,0.765146,9.371303
87.354527,0.084427,-0.067100,-3.068014,0.625892,0.723850,9.477379
87.369453,0.084414,-0.067331,-3.068120,0.584575,0.754918,9.511281
87.377720,0.084386,-0.067427,-3.068164,0.661726,0.746695,9.638496
87.377739,0.084348,-0.067503,-3.068176,0.701355,0.823126,9.854696
87.394126,0.084303,-0.067604,-3.068189,0.625940,0.897528,9.850419
87.405329,0.084233,-0.067742,-3.068192,0.626688,0.832207,9.857480
87.417307,0.084102,-0.067907,-3.068208,0.656273,0.855630,9.991641
87.427645,0.083945,-0.068157,-3.068221,0.635330,0.826196,9.835555
87.434770,0.083775,-0.068406,-3.068242,0.740119,0.852136,9.915225
87.449945,0.083629,-0.068601,-3.068261,0.791810,0.776529,9.792749
87.464053,0.083464,-0.068769,-3.068285,0.854821,0.760009,9.631306
87.464063,0.083327,-0.068897,-3.068294,0.840473,0.848719,9.526314
87.470659,0.083173,-0.069032,-3.068292,0.662518,0.813744,9.499911
87.477556,0.083074,-0.069181,-3.068313,0.827022,0.797481,9.411533
87.491362,0.082989,-0.069360,-3.068333,0.847141,0.857630,9.348518
87.505204,0.082890,-0.069603,-3.068373,0.696438,0.939096,9.483511
87.517990,0.082779,-0.069783,-3.068395,0.913177,0.886964,9.446226
87.529328,0.082743,-0.069919,-3.068412,0.939893,0.855216,9.518743
87.538500,0.082768,-0.069987,-3.068437,0.799724,0.893868,9.686224
87.547678,0.082721,-0.070043,-3.068432,0.926071,0.846183,9.735270
87.553433,0.082723,-0.070082,-3.068418,0.804459,0.834875,9.786938
87.575602,0.082717,-0.070130,-3.068424,0.810995,0.817096,9.843716
87.585286,0.082709,-0.070118,-3.068400,0.852741,0.818711,10.000291
87.585299,0.082692,-0.070076,-3.068360,0.653904,0.667046,9.916786
87.592653,0.082663,-0.070024,-3.068329,0.618354,0.624884,9.926767
87.607661,0.082654,-0.069955,-3.068280,0.634207,0.595129,9.874737
87.621914,0.082659,-0.069972,-3.068246,0.377624,0.517263,9.803701
87.636675,0.082684,-0.070019,-3.068219,0.267414,0.343214,9.653129
87.636688,0.082725,-0.070195,-3.068191,0.344428,0.449037,9.611121
87.649272,0.082812,-0.070413,-3.068190,0.269285,0.503906,9.602914
87.664361,0.082910,-0.070692,-3.068250,0.389094,0.535896,9.433363
87.673425,0.083042,-0.070962,-3.068374,0.648340,0.644945,9.531858
87.673439,0.083159,-0.071157,-3.068516,0.715517,0.640872,9.514481
87.678344,0.083295,-0.071249,-3.068652,0.757683,0.601254,9.597831
87.690459,0.083347,-0.071220,-3.068784,0.939301,0.628131,9.714464
87.703887,0.083384,-0.071111,-3.068944,0.962382,0.698890,9.747616
87.722434,0.083389,-0.070982,-3.069059,0.827528,0.713647,9.869549
87.731123,0.083366,-0.070790,-3.069171,0.730314,0.782364,10.031704
87.731172,0.083290,-0.070671,-3.069285,0.778466,0.837135,10.191391
87.742392,0.083245,-0.070628,-3.069425,0.832842,0.875433,10.177753
87.749269,0.083197,-0.070635,-3.069567,0.607208,0.803513,10.130276
87.763270,0.083095,-0.070759,-3.069704,0.668948,0.765154,9.988401
87.787765,0.083051,-0.070920,-3.069839,0.919966,0.793024,9.892234
87.796149,0.083008,-0.071091,-3.069945,0.792987,0.812448,9.830033
87.796160,0.082979,-0.071282,-3.070046,0.807023,0.789357,9.669605
87.805725,0.083008,-0.071440,-3.070146,1.116403,0.766781,9.546038
87.821771,0.083086,-0.071557,-3.070212,0.950992,0.748306,9.349364
87.836475,0.083168,-0.071622,-3.070274,0.963474,0.804780,9.254983
87.836488,0.083329,-0.071550,-3.070350,1.012327,0.733161,9.265295
87.847880,0.083432,-0.071423,-3.070418,0.938962,0.658731,9.173290
87.857817,0.083528,-0.071263,-3.070495,0.818870,0.644724,9.217265
87.870575,0.083685,-0.071014,-3.070574,0.922432,0.610207,9.483600
87.880394,0.083762,-0.070795,-3.070681,0.841912,0.654242,9.489175
87.880404,0.083818,-0.070590,-3.070813,0.686010,0.791114,9.684088
87.891128,0.083857,-0.070454,-3.070923,0.631414,0.702541,9.796357
87.898088,0.083882,-0.070350,-3.071092,0.543312,0.746390,9.994035
87.914451,0.083847,-0.070312,-3.071280,0.408334,0.739902,9.985332
87.930500,0.083732,-0.070363,-3.071505,0.356188,0.749544,10.080123
87.938046,0.083636,-0.070444,-3.071749,0.376101,0.753852,10.070107
87.947825,0.083542,-0.070585,-3.072019,0.354154,0.828858,9.951849
87.959230,0.083456,-0.070789,-3.072316,0.518883,0.940022,9.789016
87.977350,0.083349,-0.070940,-3.072630,0.631539,0.908694,9.832549
87.986389,0.083278,-0.071028,-3.072967,0.298346,1.026649,9.705299
87.986428,0.083209,-0.071092,-3.073293,0.751854,0.928189,9.470359
87.993358,0.083096,-0.071123,-3.073612,0.816426,0.984211,9.582055
87.998510,0.082945,-0.071145,-3.073916,0.650234,1.026740,9.384853
88.011878,0.082749,-0.071118,-3.074186,0.736732,0.981911,9.564037
88.025133,0.082531,-0.071099,-3.074401,0.797829,1.073570,9.497259
88.038325,0.082292,-0.071131,-3.074623,0.770098,1.072718,9.451970
88.052389,0.082090,-0.071173,-3.074779,0.700534,0.973911,9.573672
88.063907,0.081848,-0.071236,-3.074932,0.907978,0.942779,9.512687
88.063916,0.081594,-0.071292,-3.075057,0.798704,0.919195,9.475959
88.076667,0.081390,-0.071366,-3.075172,0.996113,1.015092,9.580121
88.086126,0.081210,-0.071454,-3.075284,0.847718,0.997223,9.573356
88.101978,0.081079,-0.071586,-3.075410,0.965815,0.927992,9.395025
88.115990,0.080919,-0.071682,-3.075500,0.927641,0.888124,9.531258
88.115993,0.080765,-0.071722,-3.075584,0.894121,0.840521,9.577234
88.122616,0.080632,-0.071802,-3.075635,0.958844,0.827803,9.575141
88.134516,0.080519,-0.071822,-3.075688,1.026749,0.872726,9.582711
88.145496,0.080357,-0.071863,-3.075695,0.899207,0.739374,9.684085
88.152724,0.080164,-0.071882,-3.075700,0.876519,0.698798,9.570509
88.173244,0.079969,-0.071861,-3.075708,0.836761,0.813214,9.638702
88.182561,0.079780,-0.071853,-3.075728,0.693422,0.810235,9.705770
88.182569,0.079575,-0.071882,-3.075757,0.721571,0.738866,9.723490
88.196185,0.079364,-0.071883,-3.075797,0.655801,0.586751,9.704421
88.218791,0.079151,-0.071909,-3.075843,0.731534,0.615629,9.736040
88.227371,0.079006,-0.071886,-3.075867,0.739618,0.580404,9.805290
88.227385,0.078816,-0.071843,-3.075865,0.583656,0.614282,9.778963
88.240625,0.078657,-0.071787,-3.075861,0.685491,0.546276,9.814026
88.240636,0.078539,-0.071730,-3.075833,0.630832,0.519615,9.839619
88.291618,0.078441,-0.071673,-3.075813,0.549472,0.506007,9.836052
88.291625,0.078381,-0.071566,-3.075751,0.424201,0.460501,9.826390
88.291628,0.078359,-0.071495,-3.075722,0.631502,0.559774,9.837184
88.291631,0.078400,-0.071437,-3.075672,0.487044,0.534839,9.793997
88.292015,0.078477,-0.071399,-3.075632,0.423907,0.477180,9.802296
88.306450,0.078568,-0.071379,-3.075579,0.560049,0.446681,9.913664
88.314367,0.078682,-0.071399,-3.075504,0.479682,0.416653,9.898454
88.324396,0.078797,-0.071434,-3.075391,0.429722,0.421564,10.023151
88.334402,0.078895,-0.071511,-3.075280,0.362565,0.314652,10.016515
88.342312,0.078948,-0.071648,-3.075109,0.319595,0.222236,9.922979
88.355098,0.078963,-0.071775,-3.074920,0.458840,0.276752,10.028670
88.365469,0.078950,-0.071949,-3.074747,0.451446,0.475286,10.120152
88.377854,0.078987,-0.072185,-3.074627,0.383231,0.568701,10.007449
88.387658,0.079055,-0.072528,-3.074592,0.229659,0.565764,9.936350
88.393888,0.079118,-0.072929,-3.074599,0.474889,0.441608,9.862211
88.406985,0.079175,-0.073313,-3.074611,0.723369,0.443720,9.634121
88.420213,0.079255,-0.073610,-3.074651,0.793047,0.574996,9.502399
88.433202,0.079433,-0.073875,-3.074687,0.901595,0.670896,9.379480
88.442119,0.079644,-0.074053,-3.074715,0.994793,0.728984,9.254156
88.442132,0.079843,-0.074102,-3.074745,1.237120,0.746936,9.253480
88.455943,0.080032,-0.074024,-3.074803,1.081143,0.765263,9.303908
88.477690,0.080276,-0.073900,-3.074870,1.261580,0.810017,9.406180
88.486555,0.080503,-0.073739,-3.074936,1.307034,0.837315,9.514047
88.486565,0.080716,-0.073554,-3.075005,1.102994,0.809969,9.524417
88.499854,0.080884,-0.073363,-3.075108,1.291920,0.911551,9.625952
88.512423,0.081065,-0.073120,-3.075213,0.939288,0.937425,9.742785
88.512438,0.081161,-0.072925,-3.075345,0.961962,0.952893,9.722135
88.522475,0.081180,-0.072786,-3.075499,0.823596,0.992249,9.995929
88.539475,0.081189,-0.072748,-3.075683,0.851090,1.008361,9.975119
88.551743,0.081198,-0.072806,-3.075896,0.771254,1.096786,10.112225
88.563632,0.081149,-0.072893,-3.076104,0.877044,1.065320,10.022415
88.563676,0.081102,-0.072987,-3.076326,0.775012,1.135750,9.978909
88.582919,0.080976,-0.072975,-3.076513,0.856743,1.046042,9.831021
88.600419,0.080868,-0.072917,-3.076745,0.777379,1.189413,9.837275
88.600457,0.080724,-0.072768,-3.076985,0.679121,1.173181,9.857546
88.609623,0.080555,-0.072545,-3.077270,0.520433,1.188318,9.831199
88.620197,0.080389,-0.072378,-3.077578,0.585214,1.183782,9.919355
88.630485,0.080169,-0.072247,-3.077905,0.481624,1.226516,9.957880
88.630501,0.079883,-0.072174,-3.078189,0.470576,1.188964,9.851919
88.639996,0.079557,-0.072204,-3.078439,0.560918,1.196190,9.798535
88.653494,0.079164,-0.072270,-3.078686,0.542577,1.299274,9.672055
88.666958,0.078714,-0.072376,-3.078883,0.159922,1.075239,9.346851
88.676503,0.078182,-0.072444,-3.079011,0.668737,0.889522,9.368745
88.687127,0.077708,-0.072564,-3.079119,0.732838,0.957729,9.516537
88.692986,0.077217,-0.072753,-3.079207,0.458146,1.073318,9.527410
88.702370,0.076819,-0.072992,-3.079317,0.449321,1.048338,9.644211
88.716913,0.076471,-0.073224,-3.079403,0.512383,0.938753,9.505035
88.731305,0.076179,-0.073464,-3.079513,0.633702,0.797957,9.431784
88.741834,0.075941,-0.073659,-3.079591,0.621916,0.620278,9.554602
88.741837,0.075752,-0.073871,-3.079633,0.755729,0.613806,9.641369
88.754647,0.075572,-0.074075,-3.079629,0.781943,0.681692,9.680332
88.765340,0.075423,-0.074239,-3.079585,0.715463,0.605423,9.799826
88.773861,0.075301,-0.074401,-3.079499,0.726127,0.581745,9.817030
88.785319,0.075138,-0.074560,-3.079392,0.715827,0.508091,9.726608
88.799987,0.074979,-0.074786,-3.079277,0.717202,0.484053,9.768893
88.816046,0.074802,-0.075045,-3.079173,0.836818,0.529578,9.913545
88.828325,0.074583,-0.075254,-3.079108,0.911936,0.481979,9.850536
88.828335,0.074345,-0.075455,-3.079061,0.896534,0.372328,9.895255
88.844139,0.074093,-0.075559,-3.079040,0.948916,0.372484,9.853361
88.853718,0.073901,-0.075635,-3.079005,0.932820,0.355192,9.834686
88.853730,0.073735,-0.075664,-3.078998,0.959963,0.286423,9.704600
88.864730,0.073528,-0.075755,-3.079001,0.971300,0.426107,9.661242
88.879227,0.073355,-0.075845,-3.078959,0.882434,0.401867,9.657221
88.886618,0.073186,-0.075907,-3.078921,0.891690,0.396346,9.616465
88.896299,0.073060,-0.075911,-3.078887,0.900253,0.408923,9.713842
88.905662,0.072996,-0.075902,-3.078843,0.852199,0.437208,9.786601
88.922044,0.072993,-0.075899,-3.078836,0.814616,0.426885,9.725626
88.928845,0.073123,-0.075955,-3.078859,0.748196,0.443326,9.698308
88.928892,0.073269,-0.076044,-3.078866,0.799633,0.406764,9.691833
88.937847,0.073468,-0.076173,-3.078883,0.848672,0.426094,9.586924
88.953989,0.073720,-0.076286,-3.078867,0.774249,0.381079,9.616299
88.971392,0.073976,-0.076354,-3.078809,0.876071,0.256810,9.590614
88.980810,0.074227,-0.076411,-3.078706,0.854790,0.421253,9.584309
88.991102,0.074524,-0.076455,-3.078585,0.678587,0.417018,9.567483
88.991129,0.074885,-0.076534,-3.078419,0.657496,0.495709,9.579867
89.006832,0.075206,-0.076681,-3.078240,0.727844,0.520720,9.518192
89.020172,0.075574,-0.076902,-3.078071,0.656158,0.517699,9.472002
89.030893,0.075921,-0.077143,-3.077892,0.738462,0.601482,9.611680
89.041918,0.076286,-0.077335,-3.077735,0.877994,0.614751,9.527439
89.052963,0.076594,-0.077485,-3.077567,0.934049,0.587228,9.573338
89.052981,0.076951,-0.077503,-3.077403,0.981336,0.538480,9.627999
89.065332,0.077302,-0.077478,-3.077209,0.942322,0.545557,9.570280
89.079691,0.077638,-0.077425,-3.077027,0.951260,0.562743,9.582442
89.089218,0.077940,-0.077346,-3.076868,0.965945,0.559617,9.594923
89.101726,0.078252,-0.077285,-3.076702,0.929662,0.548286,9.622657
89.115150,0.078559,-0.077188,-3.076561,0.875855,0.508683,9.630219
89.115164,0.078864,-0.077051,-3.076446,0.824137,0.511275,9.763771
89.123194,0.079165,-0.076899,-3.076354,0.799872,0.578174,9.796250
89.136106,0.079415,-0.076742,-3.076300,0.781047,0.591461,9.965022
89.146978,0.079593,-0.076606,-3.076296,0.534826,0.652653,9.861879
89.152315,0.079718,-0.076529,-3.076368,0.473076,0.779786,9.876153
89.166602,0.079808,-0.076516,-3.076490,0.462059,0.844636,9.919640
89.178388,0.079842,-0.076528,-3.076645,0.461105,0.899797,9.955813
89.193795,0.079901,-0.076626,-3.076823,0.549547,0.914162,9.878024
89.193850,0.079881,-0.076756,-3.077015,0.545309,0.982441,9.656519
89.199811,0.079899,-0.076870,-3.077177,0.540980,1.017815,9.645784
89.215156,0.080034,-0.076971,-3.077362,0.652407,1.114089,9.301047
89.225538,0.080181,-0.077023,-3.077520,0.718973,1.210146,9.293220
89.236270,0.080354,-0.077032,-3.077697,0.681950,1.154835,9.251833
89.246744,0.080544,-0.077036,-3.077872,0.876059,1.161759,9.223068
89.260969,0.080742,-0.077011,-3.078040,0.910494,1.111417,9.383632
89.274774,0.080800,-0.076922,-3.078221,0.894785,1.077852,9.621056
89.274789,0.080765,-0.076825,-3.078406,0.705273,1.210119,9.762183
89.290723,0.080614,-0.076682,-3.078609,0.668772,1.191580,9.896289
89.301172,0.080400,-0.076653,-3.078795,0.594693,1.212055,9.862065
89.301189,0.080144,-0.076626,-3.078964,0.717633,1.134759,10.083735
89.314441,0.079847,-0.076713,-3.079075,0.745303,1.011929,10.043148
89.327499,0.079548,-0.076888,-3.079148,0.728069,1.053496,10.122414
89.335280,0.079263,-0.077101,-3.079185,0.806523,1.046118,10.143233
89.347445,0.079055,-0.077294,-3.079200,0.837356,1.113900,10.057966
89.357428,0.078861,-0.077459,-3.079240,0.797453,1.136023,9.855859
89.368917,0.078712,-0.077614,-3.079303,0.814476,1.107678,9.728157
89.381402,0.078540,-0.077789,-3.079356,0.842229,0.959824,9.785684
89.387720,0.078364,-0.077978,-3.079394,0.829899,0.779845,9.462767
89.387728,0.078177,-0.078153,-3.079386,0.936739,0.702579,9.581959
89.401093,0.077969,-0.078265,-3.079360,0.974275,0.650010,9.699231
89.414337,0.077793,-0.078326,-3.079293,0.793117,0.611675,9.649799
89.425343,0.077558,-0.078363,-3.079199,0.763134,0.623251,9.552517
89.433284,0.077353,-0.078474,-3.079129,0.794902,0.594180,9.655153
89.447527,0.077106,-0.078634,-3.079066,0.689007,0.500190,9.595196
89.466476,0.076842,-0.078873,-3.078999,0.668992,0.466561,9.417500
89.473757,0.076570,-0.079128,-3.079005,0.833071,0.429483,9.563411
89.473924,0.076305,-0.079396,-3.078995,0.826301,0.390481,9.481565
89.481728,0.076032,-0.079549,-3.079011,0.788849,0.242882,9.512519
89.493892,0.075763,-0.079643,-3.079031,0.853232,0.268373,9.521711
89.503797,0.075559,-0.079661,-3.079022,0.735531,0.369456,9.546662
89.519160,0.075399,-0.079707,-3.079017,0.615340,0.308200,9.520126
89.527168,0.075296,-0.079798,-3.079050,0.684596,0.358875,9.663042
89.538209,0.075238,-0.079961,-3.079102,0.703717,0.390213,9.589802
89.553293,0.075224,-0.080147,-3.079177,0.849160,0.442910,9.656157
89.566776,0.075174,-0.080215,-3.079256,0.886400,0.459679,9.838535
89.566781,0.075151,-0.080199,-3.079332,0.810899,0.466346,9.931765
89.576350,0.075138,-0.080172,-3.079414,0.872717,0.586762,9.879588
89.596528,0.075064,-0.080113,-3.079471,0.638802,0.563152,10.050653
89.596547,0.074995,-0.080143,-3.079540,0.676363,0.642848,9.981174
89.607916,0.074881,-0.080242,-3.079592,0.693084,0.676854,9.921976
89.625240,0.074748,-0.080396,-3.079661,0.651908,0.735222,9.949261
89.637412,0.074632,-0.080534,-3.079754,0.775470,0.796174,9.811894
89.637434,0.074461,-0.080607,-3.079817,0.888498,0.826959,9.620214
89.650966,0.074304,-0.080636,-3.079880,0.922393,0.902316,9.590730
89.661455,0.074182,-0.080616,-3.079911,0.778101,0.918441,9.577259
89.661463,0.074038,-0.080587,-3.079956,0.779085,0.912819,9.442620
89.682133,0.073949,-0.080574,-3.079992,0.852810,0.933119,9.543141
89.688031,0.073874,-0.080585,-3.080027,0.832165,0.813971,9.608234
89.688045,0.073841,-0.080559,-3.080027,0.656508,0.857645,9.811377
89.700707,0.073812,-0.080515,-3.080026,0.890684,0.753688,10.057492
89.714171,0.073813,-0.080410,-3.080006,0.834508,0.792575,10.275400
89.720870,0.073840,-0.080342,-3.080009,0.561486,0.936608,10.456745
89.734002,0.073815,-0.080321,-3.080046,0.256956,0.887487,10.316348
89.744414,0.073843,-0.080403,-3.080145,0.627760,0.964345,10.354969
89.759803,0.073842,-0.080583,-3.080278,0.447642,0.858411,10.173115
89.774383,0.073782,-0.080811,-3.080359,0.471282,0.628303,10.056500
89.785675,0.073700,-0.081042,-3.080409,0.864507,0.601445,9.991937
89.785722,0.073631,-0.081225,-3.080385,0.819826,0.709692,9.898194
89.791643,0.073541,-0.081395,-3.080301,0.781031,0.654743,9.587944
89.806691,0.073472,-0.081539,-3.080204,0.790334,0.830211,9.358656
89.825102,0.073422,-0.081719,-3.080073,0.887717,0.803613,9.191203
89.835683,0.073409,-0.081911,-3.079994,0.867120,0.764747,9.109958
89.835703,0.073396,-0.082050,-3.079919,0.993968,0.694321,9.159528
89.846075,0.073417,-0.082131,-3.079863,1.084337,0.604612,9.274528
89.855612,0.073456,-0.082119,-3.079782,1.167759,0.586059,9.334447
89.867536,0.073557,-0.081978,-3.079674,1.098698,0.602126,9.519615
89.879023,0.073652,-0.081850,-3.079526,1.111295,0.605546,9.649105
89.889670,0.073732,-0.081742,-3.079342,1.002915,0.593787,9.711754
89.897203,0.073818,-0.081722,-3.079161,0.901495,0.740456,9.843170
89.908263,0.073874,-0.081808,-3.078984,1.058030,0.703005,9.946596
89.918885,0.073896,-0.081929,-3.078860,1.018340,0.710531,9.891740
89.929962,0.073883,-0.082021,-3.078743,1.077696,0.744042,9.945425
89.938215,0.073827,-0.082015,-3.078701,1.060086,0.647977,9.893017
89.950700,0.073801,-0.081987,-3.078668,1.088967,0.669724,9.748162
89.965089,0.073750,-0.081969,-3.078664,0.969562,0.625985,9.667072
89.965099,0.073679,-0.081954,-3.078683,0.935618,0.682730,9.603773
89.977374,0.073635,-0.081929,-3.078707,1.024664,0.639005,9.663859
89.989956,0.073546,-0.081855,-3.078726,1.082339,0.823024,9.465299
89.996072,0.073424,-0.081726,-3.078740,1.104983,0.841035,9.624594
90.005578,0.073260,-0.081553,-3.078751,0.974469,0.856420,9.591744
90.020502,0.073072,-0.081339,-3.078784,0.916774,0.790068,9.565235
90.030678,0.072797,-0.081123,-3.078796,0.876093,0.791400,9.596336
90.042169,0.072544,-0.080955,-3.078774,0.794475,0.660719,9.708312
90.042187,0.072276,-0.080869,-3.078766,0.691909,0.620903,9.696076
90.057345,0.072069,-0.080872,-3.078786,0.635471,0.634858,9.703069
90.079252,0.071871,-0.080898,-3.078814,0.784696,0.664947,9.726045
90.079415,0.071640,-0.080900,-3.078852,0.723466,0.655924,9.678109
90.091189,0.071469,-0.080878,-3.078892,0.802386,0.598465,9.592327
90.102813,0.071303,-0.080830,-3.078945,0.766382,0.654540,9.600587
90.102837,0.071138,-0.080790,-3.078999,0.820368,0.658884,9.554893
90.114606,0.070960,-0.080723,-3.079086,0.792983,0.544217,9.400126
90.128175,0.070788,-0.080627,-3.079170,0.882420,0.555856,9.497597
90.138982,0.070628,-0.080506,-3.079208,0.954652,0.377993,9.560565
