Time(Sec),Lat(deg),Long(deg),UTM_x(m),UTM_y(m)
314.4574472904,59.6616475578,10.6762887083,6614923.1459131166,594445.9862684484
315.4581079483,59.6616492847,10.6762931483,6614923.3444939023,594446.2315372855
316.4581379890,59.6616511943,10.6762977500,6614923.5636611469,594446.4853993432
317.4586265087,59.6616529472,10.6763023000,6614923.7652932890,594446.7367917983
318.4588727951,59.6616549232,10.6763067767,6614923.9916681712,594446.9834254533
319.4592456818,59.6616567383,10.6763110767,6614924.1998847341,594447.2205589531
320.4587976933,59.6616586082,10.6763155133,6614924.4143822799,594447.4652377324
321.4587535858,59.6616602822,10.6763200683,6614924.6072444087,594447.7171334433
322.4594023228,59.6616621308,10.6763244217,6614924.8192667505,594447.9571771569
323.4595148563,59.6616639570,10.6763289500,6614925.0290329931,594448.2071426407
323.4595148563,59.6616658482,10.6763335783,6614925.2461785544,594448.4625587440
324.4603757858,59.6616676680,10.6763378417,6614925.4548626170,594448.6976133626
325.4577412605,59.6616695098,10.6763421033,6614925.6659937734,594448.9325121952
326.4602079391,59.6616713677,10.6763466717,6614925.8793427236,594449.1846418893
327.4604656696,59.6616733110,10.6763509717,6614926.1018293276,594449.4214147106
328.4605071545,59.6616749645,10.6763552183,6614926.2919704150,594449.6559980847
329.4605908394,59.6616768278,10.6763597717,6614926.5059104329,594449.9072672117
330.4610717297,59.6616787238,10.6763641683,6614926.7232646029,594450.1496187213
331.4611220360,59.6616806393,10.6763686017,6614926.9428420672,594450.3939809576
332.4606990814,59.6616826095,10.6763728200,6614927.1682001278,594450.6260775343
333.4614868164,59.6616845978,10.6763772783,6614927.3959223619,594450.8716432446
334.4619622231,59.6616864822,10.6763816833,6614927.6119895037,594451.1144969030
335.4616699219,59.6616883655,10.6763860250,6614927.8278552042,594451.3537855014
