Time(Sec),Roll(rad),Pitch(rad),Yaw(rad),A_x(m/s2),A_y(m/s2),A_z(m/s2)
78.282783,-0.024833,-0.126344,0.171432,1.237361,-0.211760,9.616268
78.282795,-0.024719,-0.126279,0.171507,1.142919,-0.284645,9.617297
78.282815,-0.024573,-0.126216,0.171589,1.211349,-0.253950,9.689220
78.336077,-0.024454,-0.126121,0.171655,1.395563,-0.147216,9.692986
78.429588,-0.024334,-0.125996,0.171696,1.294184,-0.124930,9.727344
78.429592,-0.024196,-0.125882,0.171783,1.184070,-0.170057,9.650229
78.429613,-0.024114,-0.125830,0.171856,1.125192,-0.210167,9.719625
78.429619,-0.024059,-0.125787,0.171930,1.107824,-0.161042,9.620740
78.429938,-0.024020,-0.125739,0.172004,1.195266,-0.118905,9.703999
78.430857,-0.023991,-0.125798,0.172060,1.095847,-0.190545,9.668069
78.430862,-0.023978,-0.125820,0.172140,1.129553,-0.266475,9.620070
78.430867,-0.024007,-0.125793,0.172240,1.380700,-0.187614,9.751677
78.430873,-0.024005,-0.125724,0.172350,1.288633,-0.154639,9.860006
78.443909,-0.023948,-0.125615,0.172403,1.049250,-0.101812,9.706356
78.443933,-0.023956,-0.125531,0.172481,1.124528,-0.110817,9.817939
78.443946,-0.023958,-0.125493,0.172532,1.109431,-0.119017,9.920129
78.444489,-0.023898,-0.125481,0.172572,1.123194,-0.072716,9.858582
78.456374,-0.023864,-0.125505,0.172574,1.160024,-0.044131,9.771740
78.456379,-0.023807,-0.125550,0.172608,1.187114,-0.071466,9.791751
78.456397,-0.023741,-0.125555,0.172684,1.302520,-0.114442,9.923802
78.536374,-0.023675,-0.125524,0.172823,1.203933,-0.181027,9.716459
78.537082,-0.023641,-0.125447,0.172945,1.251917,-0.169920,9.641329
78.537154,-0.023662,-0.125414,0.173089,1.153913,-0.093155,9.627235
78.537356,-0.023677,-0.125396,0.173226,1.173160,-0.095992,9.557261
78.537393,-0.023688,-0.125354,0.173330,1.313517,-0.181336,9.508063
78.563284,-0.023719,-0.125278,0.173437,1.259093,-0.227809,9.635380
78.563309,-0.023685,-0.125194,0.173514,1.211794,-0.324655,9.734425
78.563318,-0.023683,-0.125120,0.173590,1.186767,-0.327483,9.803923
78.563327,-0.023669,-0.125045,0.173665,1.221033,-0.272677,9.754806
78.577152,-0.023627,-0.125002,0.173785,1.161828,-0.297420,9.899732
78.577158,-0.023548,-0.125028,0.173874,1.088829,-0.306939,9.724407
78.577191,-0.023480,-0.125114,0.173986,1.199360,-0.348449,9.696380
78.589328,-0.023408,-0.125178,0.174061,1.132549,-0.270865,9.760661
78.602806,-0.023365,-0.125259,0.174181,1.336228,-0.240800,9.738082
78.616205,-0.023361,-0.125265,0.174268,1.153910,-0.243334,9.506599
78.616244,-0.023389,-0.125230,0.174365,1.197451,-0.307879,9.484273
78.629254,-0.023397,-0.125160,0.174487,1.402328,-0.211064,9.619413
78.642672,-0.023417,-0.125086,0.174607,1.161911,-0.207044,9.546350
78.642683,-0.023400,-0.125040,0.174718,1.201891,-0.184039,9.520509
78.669489,-0.023391,-0.125029,0.174800,1.289061,-0.260510,9.599102
78.682572,-0.023396,-0.124992,0.174920,1.239024,-0.264329,9.755497
78.682589,-0.023393,-0.124922,0.175031,1.298231,-0.172330,9.735395
78.682594,-0.023400,-0.124853,0.175148,1.266077,-0.078247,9.715784
78.709961,-0.023376,-0.124805,0.175265,1.146816,-0.159519,9.816412
78.749701,-0.023358,-0.124816,0.175367,1.194798,-0.189340,9.903163
78.749716,-0.023305,-0.124832,0.175491,1.185715,-0.204163,9.751602
78.749730,-0.023293,-0.124875,0.175623,1.216169,-0.141120,9.809009
78.790008,-0.023314,-0.125012,0.175773,1.134059,-0.139686,9.716675
78.790018,-0.023351,-0.125066,0.175915,1.222696,-0.193557,9.607994
78.790023,-0.023392,-0.125076,0.176083,1.382390,-0.196178,9.547250
78.790026,-0.023406,-0.125018,0.176238,1.246155,-0.156948,9.588073
78.817866,-0.023443,-0.124927,0.176372,1.214715,-0.164328,9.496472
78.817878,-0.023470,-0.124852,0.176530,1.143098,-0.153079,9.635375
78.817933,-0.023543,-0.124775,0.176660,1.121600,-0.134433,9.665086
78.817938,-0.023563,-0.124743,0.176804,1.175744,-0.129448,9.869547
78.883031,-0.023565,-0.124794,0.176965,1.020361,-0.149088,9.858654
78.883035,-0.023599,-0.124896,0.177085,1.010757,-0.121184,9.822216
78.883039,-0.023598,-0.125003,0.177238,1.147404,-0.038962,9.904432
78.883043,-0.023563,-0.125139,0.177405,1.140459,0.014040,9.840415
78.883052,-0.023540,-0.125219,0.177551,1.087819,-0.039936,9.722270
78.883057,-0.023568,-0.125351,0.177695,1.080500,-0.087454,9.681473
78.883065,-0.023624,-0.125492,0.177847,1.105387,-0.143117,9.685143
78.936445,-0.023656,-0.125618,0.178010,1.095635,-0.152260,9.614088
78.936456,-0.023740,-0.125733,0.178152,1.168019,-0.168181,9.455517
78.936541,-0.023829,-0.125816,0.178290,1.158366,-0.326276,9.410367
78.936547,-0.023917,-0.125860,0.178436,1.202005,-0.380467,9.542865
78.936551,-0.023963,-0.125874,0.178549,1.230455,-0.375952,9.508986
78.936554,-0.023998,-0.125841,0.178659,1.164793,-0.422558,9.527775
78.949492,-0.023989,-0.125830,0.178760,1.217526,-0.358226,9.608493
78.976421,-0.023979,-0.125880,0.178825,1.183331,-0.453362,9.627633
78.976458,-0.023963,-0.125908,0.178891,1.230597,-0.366842,9.625512
78.989487,-0.023939,-0.126007,0.178940,1.408485,-0.306803,9.808572
78.989503,-0.023906,-0.126093,0.178965,1.242278,-0.406116,9.802053
79.029656,-0.023901,-0.126186,0.179015,1.267761,-0.385623,9.906994
79.029676,-0.023890,-0.126245,0.179058,1.327206,-0.342110,9.863021
79.029685,-0.023891,-0.126252,0.179113,1.290397,-0.330679,9.868788
79.029693,-0.023964,-0.126327,0.179156,1.274136,-0.324464,9.790496
79.056251,-0.023934,-0.126423,0.179214,1.276737,-0.341004,9.655137
79.056281,-0.023944,-0.126491,0.179282,1.366992,-0.414449,9.674775
79.069410,-0.023918,-0.126557,0.179364,1.357201,-0.378077,9.754075
79.069413,-0.023884,-0.126573,0.179415,1.322508,-0.438623,9.562599
79.109566,-0.023796,-0.126529,0.179492,1.397774,-0.341487,9.538198
79.149826,-0.023665,-0.126484,0.179575,1.248037,-0.296863,9.586419
79.149851,-0.023563,-0.126446,0.179643,1.241705,-0.338447,9.608861
79.149874,-0.023377,-0.126418,0.179720,1.289977,-0.274590,9.585451
79.149889,-0.023201,-0.126425,0.179818,1.233958,-0.281237,9.601072
79.149908,-0.023008,-0.126409,0.179909,1.400923,-0.265283,9.694262
79.176579,-0.022775,-0.126399,0.180012,1.370689,-0.202311,9.696807
79.176604,-0.022555,-0.126339,0.180123,1.267450,-0.196412,9.594126
79.176953,-0.022375,-0.126250,0.180227,1.345014,-0.147991,9.648055
79.176969,-0.022192,-0.126193,0.180334,1.278590,-0.071743,9.699738
79.229745,-0.022019,-0.126160,0.180438,1.315919,-0.023724,9.568198
79.229758,-0.021887,-0.126124,0.180558,1.333765,-0.007095,9.582777
79.242762,-0.021814,-0.126096,0.180713,1.166915,-0.017719,9.604207
79.242774,-0.021728,-0.126036,0.180865,1.285686,-0.107490,9.522676
79.242779,-0.021692,-0.125929,0.181009,1.312195,-0.001735,9.534981
79.242799,-0.021703,-0.125830,0.181167,1.195360,-0.045051,9.596755
79.243006,-0.021740,-0.125695,0.181321,1.221331,-0.118852,9.567835
79.243027,-0.021761,-0.125606,0.181471,1.196099,-0.169511,9.657821
79.269865,-0.021733,-0.125519,0.181596,1.129191,-0.180909,9.683604
79.269869,-0.021733,-0.125462,0.181694,1.203448,-0.093071,9.859614
79.282913,-0.021661,-0.125463,0.181738,1.149027,-0.096365,9.876657
79.282928,-0.021653,-0.125415,0.181759,1.170880,-0.151319,9.844881
79.376724,-0.021612,-0.125374,0.181783,1.240945,-0.059150,9.940153
79.376762,-0.021579,-0.125355,0.181774,1.144134,-0.072442,9.846794
79.376793,-0.021535,-0.125328,0.181762,1.200505,-0.096713,9.731683
79.376812,-0.021575,-0.125321,0.181782,1.249630,-0.020449,9.680327
79.376831,-0.021648,-0.125301,0.181799,1.165794,-0.025313,9.573815
79.430103,-0.021687,-0.125259,0.181835,1.280227,-0.016188,9.522277
79.430280,-0.021781,-0.125210,0.181879,1.268249,-0.037304,9.478518
79.430301,-0.021872,-0.125098,0.181942,1.189598,-0.142715,9.472362
79.430315,-0.021970,-0.124979,0.182035,1.331978,-0.079681,9.555384
79.430329,-0.022013,-0.124886,0.182092,1.207030,-0.046292,9.539665
79.469974,-0.022089,-0.124752,0.182166,1.190290,-0.134769,9.654464
79.469993,-0.022164,-0.124690,0.182211,1.348888,-0.123446,9.859594
79.469998,-0.022279,-0.124646,0.182293,1.069405,-0.110409,9.849107
79.470007,-0.022413,-0.124611,0.182387,1.119658,-0.199581,9.779163
79.470012,-0.022567,-0.124592,0.182469,1.188927,-0.127341,9.993718
79.470017,-0.022704,-0.124566,0.182568,0.928445,-0.315347,9.813317
79.483802,-0.022855,-0.124612,0.182663,1.173877,-0.308708,9.808699
79.483817,-0.022985,-0.124672,0.182794,1.037187,-0.268639,9.813042
79.483887,-0.023054,-0.124764,0.182885,0.977634,-0.387434,9.604763
79.484003,-0.023117,-0.124809,0.183020,1.203045,-0.314186,9.649597
79.496336,-0.023177,-0.124785,0.183126,1.089857,-0.291840,9.563147
79.522865,-0.023207,-0.124766,0.183190,1.152076,-0.376341,9.578790
79.550169,-0.023252,-0.124674,0.183248,1.165444,-0.353480,9.752204
79.550183,-0.023276,-0.124579,0.183308,1.159434,-0.344882,9.697504
79.550200,-0.023300,-0.124500,0.183371,1.130299,-0.336407,9.807361
79.563050,-0.023461,-0.124459,0.183450,1.071798,-0.331558,9.849834
79.563054,-0.023597,-0.124512,0.183508,1.107846,-0.384217,9.831646
79.563073,-0.023746,-0.124570,0.183572,1.113966,-0.309614,9.801874
79.603890,-0.023868,-0.124664,0.183639,1.050156,-0.324601,9.824875
79.603911,-0.023990,-0.124787,0.183689,1.103862,-0.410677,9.784848
79.603915,-0.024077,-0.124933,0.183738,1.102763,-0.355056,9.760796
79.603919,-0.024125,-0.125080,0.183730,1.076285,-0.386985,9.703066
79.643173,-0.024141,-0.125236,0.183698,1.222556,-0.347542,9.681497
79.656565,-0.024129,-0.125385,0.183668,1.112134,-0.260457,9.706233
79.656572,-0.024118,-0.125502,0.183638,1.130506,-0.401119,9.619429
79.656577,-0.024111,-0.125610,0.183611,1.235772,-0.324692,9.703794
79.656580,-0.024131,-0.125712,0.183612,1.271142,-0.267693,9.554632
79.670041,-0.024187,-0.125749,0.183599,1.228157,-0.190303,9.530382
79.696622,-0.024218,-0.125823,0.183623,1.241009,-0.136595,9.550865
79.696670,-0.024311,-0.125905,0.183644,1.174596,-0.133058,9.757379
79.723517,-0.024386,-0.126001,0.183638,1.216618,-0.155559,9.718760
79.723638,-0.024485,-0.126139,0.183660,1.268722,-0.131098,9.731855
79.777705,-0.024539,-0.126280,0.183671,1.229042,-0.156971,9.633293
79.777716,-0.024595,-0.126416,0.183675,1.280910,-0.173509,9.759993
79.777721,-0.024582,-0.126578,0.183701,1.288119,-0.218501,9.788714
79.777727,-0.024555,-0.126752,0.183758,1.335665,-0.251425,9.706421
79.777735,-0.024531,-0.126910,0.183857,1.276447,-0.149127,9.665047
79.777900,-0.024480,-0.127055,0.183959,1.312880,-0.044057,9.662500
79.777909,-0.024384,-0.127133,0.184089,1.402727,-0.062951,9.522099
79.790305,-0.024320,-0.127201,0.184211,1.394422,-0.106301,9.540808
79.803277,-0.024260,-0.127212,0.184352,1.361454,-0.215472,9.623926
79.803290,-0.024219,-0.127212,0.184484,1.417302,-0.147665,9.573340
79.829821,-0.024157,-0.127205,0.184609,1.310023,-0.131906,9.605649
79.856737,-0.024069,-0.127165,0.184778,1.301741,-0.182799,9.598190
79.856746,-0.024046,-0.127149,0.184974,1.344438,-0.085563,9.716211
79.856749,-0.023959,-0.127175,0.185151,1.311981,-0.123581,9.713597
79.883167,-0.023875,-0.127175,0.185287,1.305022,-0.129530,9.775793
79.883234,-0.023818,-0.127197,0.185409,1.334127,-0.152772,9.844419
79.896467,-0.023763,-0.127248,0.185521,1.239707,-0.122059,9.839146
79.896478,-0.023728,-0.127274,0.185619,1.251705,-0.108709,9.716884
79.896481,-0.023693,-0.127314,0.185726,1.210459,-0.138187,9.807553
79.936810,-0.023686,-0.127352,0.185817,1.267211,-0.236784,9.667783
79.949816,-0.023680,-0.127398,0.185921,1.278561,-0.240078,9.619537
79.949829,-0.023664,-0.127435,0.186017,1.229528,-0.258177,9.496337
79.949833,-0.023672,-0.127453,0.186105,1.237153,-0.376795,9.554617
79.949860,-0.023690,-0.127419,0.186204,1.147331,-0.359697,9.510683
79.976392,-0.023654,-0.127387,0.186272,1.247892,-0.319734,9.526983
79.976405,-0.023633,-0.127300,0.186336,1.233702,-0.283126,9.671339
79.990254,-0.023563,-0.127239,0.186394,1.164049,-0.243830,9.735941
79.990258,-0.023484,-0.127193,0.186411,1.186648,-0.337670,9.755531
80.043397,-0.023419,-0.127193,0.186444,1.158076,-0.276413,9.732242
80.043409,-0.023424,-0.127235,0.186497,1.278236,-0.300774,9.927302
80.043415,-0.023361,-0.127229,0.186572,1.142609,-0.155456,9.809836
80.043419,-0.023369,-0.127251,0.186620,1.185995,-0.044594,9.695385
80.056803,-0.023348,-0.127263,0.186687,1.219967,-0.029986,9.777947
80.056835,-0.023323,-0.127260,0.186764,1.220804,-0.066328,9.716632
80.096782,-0.023330,-0.127269,0.186884,1.344328,-0.028784,9.617083
80.096795,-0.023320,-0.127247,0.187026,1.248673,-0.112336,9.626298
80.138475,-0.023338,-0.127230,0.187171,1.282948,-0.092472,9.565691
80.138497,-0.023291,-0.127172,0.187342,1.318923,-0.127455,9.569723
80.138511,-0.023269,-0.127062,0.187513,1.381584,-0.142329,9.400310
80.138606,-0.023253,-0.126911,0.187698,1.393969,-0.109058,9.499344
80.230228,-0.023231,-0.126732,0.187885,1.206363,-0.206187,9.453938
80.230238,-0.023191,-0.126548,0.188017,1.265311,-0.240024,9.467140
80.230247,-0.023148,-0.126384,0.188188,1.202836,-0.279713,9.550077
80.230259,-0.023115,-0.126233,0.188317,1.236709,-0.303964,9.725388
80.286182,-0.023061,-0.126092,0.188446,1.200688,-0.258379,9.702521
80.286186,-0.022999,-0.125950,0.188548,1.226127,-0.189916,9.781626
80.286190,-0.022957,-0.125798,0.188645,1.276921,-0.158393,9.925574
80.286193,-0.022883,-0.125667,0.188718,1.193779,-0.188819,9.994343
80.286208,-0.022808,-0.125550,0.188785,1.167644,-0.268394,9.871086
80.286215,-0.022731,-0.125472,0.188815,1.110625,-0.232087,9.919036
80.286220,-0.022724,-0.125440,0.188881,1.008946,-0.224051,9.850569
80.286222,-0.022694,-0.125466,0.188958,1.159311,-0.219205,9.756919
80.286231,-0.022706,-0.125447,0.189034,1.136433,-0.201707,9.500671
80.286252,-0.022744,-0.125451,0.189075,1.116950,-0.250088,9.494509
80.286458,-0.022809,-0.125438,0.189112,1.214308,-0.278044,9.515461
80.286462,-0.022885,-0.125395,0.189141,1.197168,-0.198329,9.429906
80.286466,-0.022925,-0.125275,0.189126,1.134507,-0.255750,9.562331
80.286785,-0.022944,-0.125198,0.189127,1.123442,-0.290645,9.611873
80.323677,-0.022978,-0.125112,0.189109,1.094004,-0.294352,9.726007
80.337038,-0.022994,-0.125029,0.189102,1.233057,-0.230794,9.731415
80.337056,-0.023004,-0.124987,0.189109,1.216477,-0.186714,9.999747
80.337069,-0.023079,-0.124971,0.189106,1.051263,-0.209971,9.823766
80.337081,-0.023136,-0.124962,0.189098,1.239434,-0.276878,9.848780
80.350357,-0.023179,-0.124981,0.189104,1.248770,-0.169906,9.802851
80.364362,-0.023234,-0.125014,0.189112,1.176088,-0.130906,9.885575
80.364428,-0.023317,-0.125084,0.189103,1.203250,-0.167671,9.653856
80.377023,-0.023416,-0.125180,0.189114,1.213675,-0.261300,9.602337
80.390334,-0.023523,-0.125247,0.189132,1.240573,-0.301929,9.634960
80.443573,-0.023665,-0.125259,0.189150,1.294785,-0.274799,9.677569
80.443787,-0.023785,-0.125250,0.189192,1.179906,-0.260363,9.578700
80.443795,-0.023895,-0.125222,0.189232,1.198682,-0.230455,9.696920
80.443801,-0.024008,-0.125193,0.189272,1.270498,-0.268499,9.796048
80.443805,-0.024165,-0.125178,0.189305,1.153007,-0.286535,9.785221
80.484888,-0.024293,-0.125150,0.189322,1.140818,-0.237369,9.803920
80.484894,-0.024419,-0.125180,0.189356,1.081002,-0.257363,9.775037
80.524498,-0.024459,-0.125202,0.189371,1.200879,-0.371525,9.941912
80.524538,-0.024491,-0.125218,0.189398,1.265399,-0.251816,9.826522
80.524543,-0.024502,-0.125214,0.189430,1.192649,-0.199280,9.791195
80.524546,-0.024494,-0.125266,0.189468,1.213947,-0.262062,9.770738
80.537870,-0.024507,-0.125357,0.189517,1.264295,-0.191940,9.595212
80.537880,-0.024465,-0.125348,0.189550,1.393799,-0.092841,9.503046
80.537883,-0.024447,-0.125294,0.189577,1.383699,-0.130773,9.534701
80.537887,-0.024442,-0.125253,0.189615,1.320258,-0.184420,9.416984
80.590795,-0.024438,-0.125212,0.189640,1.280073,-0.198087,9.454377
80.590800,-0.024445,-0.125096,0.189681,1.376625,-0.134603,9.478978
80.590803,-0.024463,-0.125012,0.189742,1.321531,-0.058901,9.567724
80.590820,-0.024480,-0.124927,0.189804,1.190676,-0.143972,9.452449
81.082764,-0.024536,-0.124893,0.189849,1.237342,-0.218436,9.525696
81.084407,-0.024578,-0.124879,0.189914,1.286402,-0.221789,9.750702
81.084437,-0.024652,-0.124843,0.189974,1.295248,-0.185061,9.817578
81.084444,-0.024709,-0.124822,0.190030,1.103702,-0.198679,9.698294
81.084450,-0.024772,-0.124826,0.190056,1.088254,-0.222000,9.696638
81.084476,-0.024851,-0.124862,0.190059,1.138715,-0.212442,9.746005
81.084483,-0.024923,-0.124891,0.190047,1.150866,-0.198228,9.646547
81.084488,-0.024995,-0.124873,0.190054,1.187586,-0.220787,9.532994
81.084518,-0.025084,-0.124857,0.190033,1.203437,-0.271024,9.560187
81.084525,-0.025130,-0.124801,0.190048,1.208593,-0.262278,9.612455
81.084531,-0.025163,-0.124710,0.190040,1.320750,-0.173503,9.518105
81.084557,-0.025229,-0.124567,0.190035,1.214296,-0.085194,9.414818
81.084587,-0.025296,-0.124412,0.190042,1.198605,-0.139787,9.531793
81.084627,-0.025401,-0.124270,0.190060,1.245101,-0.164894,9.788589
81.084633,-0.025494,-0.124116,0.190065,1.325078,-0.182458,9.696039
81.084638,-0.025586,-0.123945,0.190117,1.337665,-0.194088,9.911406
81.084644,-0.025647,-0.123815,0.190185,1.273967,-0.243995,9.835275
81.084667,-0.025700,-0.123693,0.190267,1.196541,-0.285066,9.933782
81.084673,-0.025714,-0.123551,0.190368,1.323321,-0.235923,9.796114
81.084679,-0.025717,-0.123410,0.190466,1.298679,-0.251912,9.882786
81.084709,-0.025681,-0.123328,0.190559,1.039770,-0.283539,9.708290
81.084715,-0.025637,-0.123293,0.190660,1.266784,-0.312056,9.647534
81.084765,-0.025585,-0.123236,0.190740,1.214405,-0.326244,9.589355
81.084796,-0.025541,-0.123199,0.190851,1.178475,-0.340383,9.638109
81.084825,-0.025515,-0.123148,0.190944,1.050636,-0.314913,9.469917
81.084831,-0.025478,-0.123092,0.191057,1.230873,-0.392227,9.444043
81.084837,-0.025539,-0.122988,0.191204,1.166339,-0.350740,9.664935
81.084871,-0.025586,-0.122864,0.191321,1.111192,-0.320313,9.601814
81.084877,-0.025654,-0.122734,0.191443,0.965428,-0.338748,9.752306
81.084884,-0.025692,-0.122665,0.191569,0.949413,-0.416540,9.827785
81.084890,-0.025713,-0.122573,0.191682,1.052400,-0.394318,9.960478
81.084973,-0.025761,-0.122474,0.191759,0.857334,-0.309643,9.941802
81.085016,-0.025784,-0.122407,0.191796,0.978512,-0.364225,9.822969
81.085047,-0.025744,-0.122404,0.191777,1.064891,-0.455783,9.959311
81.085078,-0.025740,-0.122426,0.191726,0.835378,-0.461162,9.829087
81.085094,-0.025741,-0.122437,0.191657,1.436532,-0.301043,9.795851
81.085104,-0.025683,-0.122447,0.191536,1.178619,-0.153992,9.684247
81.085133,-0.025653,-0.122461,0.191394,0.735639,-0.308999,9.536082
81.085139,-0.025620,-0.122471,0.191245,1.473128,-0.487723,9.554872
81.085171,-0.025576,-0.122428,0.191096,1.317423,-0.102685,9.589722
81.085181,-0.025629,-0.122398,0.190987,1.103446,-0.190716,9.510059
81.085187,-0.025664,-0.122319,0.190870,1.196525,-0.129403,9.625638
81.085219,-0.025718,-0.122247,0.190737,1.271768,-0.182603,9.523901
81.085257,-0.025779,-0.122223,0.190610,1.397387,-0.248390,9.747435
81.085289,-0.025842,-0.122108,0.190465,1.242769,-0.154961,9.662819
81.085295,-0.025861,-0.122092,0.190317,1.292610,-0.188331,9.810758
81.085299,-0.025791,-0.122138,0.190135,1.295621,-0.194422,9.740754
81.085332,-0.025780,-0.122245,0.189939,1.350713,-0.247604,9.682857
81.110549,-0.025802,-0.122258,0.189751,1.202799,-0.266227,9.688849
81.110596,-0.025784,-0.122253,0.189589,1.272838,-0.168982,9.629657
81.110601,-0.025740,-0.122204,0.189387,1.420946,-0.152338,9.658276
81.110606,-0.025708,-0.122155,0.189235,1.245375,-0.201935,9.701300
81.163869,-0.025682,-0.122081,0.189114,1.183653,-0.209724,9.853947
81.163872,-0.025651,-0.122030,0.188981,1.329442,-0.185291,9.713184
81.163875,-0.025632,-0.121963,0.188837,1.293733,-0.044629,9.814594
81.177318,-0.025644,-0.121910,0.188731,0.904454,-0.259534,9.772184
81.177322,-0.025628,-0.121916,0.188620,1.247836,-0.235557,9.801545
81.177325,-0.025651,-0.121871,0.188547,1.253541,-0.194618,9.721676
81.177328,-0.025628,-0.121886,0.188448,1.050916,-0.229879,9.701384
81.177337,-0.025572,-0.121919,0.188331,1.201345,-0.178804,9.761963
81.218217,-0.025525,-0.121952,0.188221,1.167907,-0.178646,9.631230
81.271790,-0.025506,-0.122027,0.188117,1.037717,-0.176478,9.596562
81.271792,-0.025497,-0.122065,0.187978,1.380979,-0.129412,9.614187
81.271806,-0.025489,-0.122056,0.187831,1.181499,-0.204428,9.539640
81.271813,-0.025479,-0.122028,0.187686,1.099293,-0.270544,9.598787
81.271819,-0.025497,-0.121964,0.187589,1.191238,-0.216947,9.672705
81.271824,-0.025542,-0.121891,0.187499,1.119320,-0.150790,9.502273
81.271829,-0.025556,-0.121808,0.187382,1.188108,-0.191295,9.700148
81.271835,-0.025553,-0.121814,0.187305,1.083734,-0.292215,9.697617
81.337227,-0.025586,-0.121858,0.187220,1.070526,-0.296108,9.522252
81.337244,-0.025589,-0.121902,0.187111,0.990029,-0.283301,9.745997
81.337287,-0.025521,-0.121963,0.186963,1.246252,-0.332059,9.814100
81.337306,-0.025479,-0.122017,0.186819,1.101566,-0.358684,9.690208
81.337323,-0.025404,-0.122032,0.186675,1.119437,-0.385793,9.746330
81.350605,-0.025347,-0.122094,0.186481,1.123886,-0.347086,9.924918
81.350660,-0.025259,-0.122147,0.186308,1.206658,-0.298473,9.764850
81.350685,-0.025168,-0.122129,0.186101,1.095160,-0.279171,9.766520
81.364155,-0.025128,-0.122141,0.185897,1.145503,-0.312469,9.864155
81.377403,-0.025085,-0.122150,0.185673,1.076967,-0.264376,9.796010
81.377459,-0.025072,-0.122144,0.185455,1.140691,-0.225149,9.812256
81.390341,-0.025065,-0.122188,0.185272,1.156938,-0.213828,9.835388
81.404547,-0.025049,-0.122236,0.185113,0.953231,-0.239809,9.631907
81.417294,-0.025071,-0.122364,0.184956,1.069521,-0.284679,9.611111
81.417338,-0.025076,-0.122550,0.184827,1.093854,-0.188968,9.641984
81.444069,-0.025068,-0.122720,0.184713,1.149401,-0.243933,9.491606
81.457160,-0.025010,-0.122823,0.184597,1.239109,-0.172800,9.489473
81.457184,-0.024959,-0.122875,0.184452,1.406673,-0.131194,9.473629
81.457188,-0.024914,-0.122871,0.184285,1.255528,-0.162015,9.548767
81.470426,-0.024874,-0.122786,0.184090,1.342745,-0.186710,9.544153
81.524364,-0.024826,-0.122720,0.183910,1.329129,-0.048938,9.643054
81.524425,-0.024797,-0.122663,0.183704,1.319530,-0.068118,9.611226
81.524440,-0.024768,-0.122602,0.183513,1.273450,-0.096648,9.668453
81.524468,-0.024795,-0.122525,0.183348,1.313469,-0.049695,9.828535
81.524490,-0.024861,-0.122537,0.183190,1.352569,0.023312,9.732125
81.524510,-0.024983,-0.122516,0.183048,1.218602,-0.033542,9.636442
81.537333,-0.025122,-0.122497,0.182902,1.177401,-0.055560,9.785991
81.577682,-0.025287,-0.122494,0.182766,1.245157,-0.186320,9.737303
81.591248,-0.025467,-0.122523,0.182647,1.228824,-0.241999,9.606594
81.591262,-0.025603,-0.122562,0.182517,1.155925,-0.267381,9.758532
81.591274,-0.025699,-0.122587,0.182394,1.220254,-0.286632,9.795954
81.591302,-0.025738,-0.122584,0.182236,1.276821,-0.420048,9.646900
81.605953,-0.025746,-0.122524,0.182048,1.103141,-0.344885,9.637612
81.606006,-0.025726,-0.122476,0.181850,1.331360,-0.361159,9.733968
81.644586,-0.025705,-0.122393,0.181615,1.356500,-0.385376,9.733602
81.713740,-0.025634,-0.122304,0.181349,1.100431,-0.516454,9.658052
81.713831,-0.025510,-0.122300,0.181083,1.025022,-0.475849,9.648407
81.713839,-0.025413,-0.122244,0.180835,1.362961,-0.433883,9.534487
81.713846,-0.025339,-0.122157,0.180606,1.060944,-0.476232,9.622286
81.713851,-0.025297,-0.122113,0.180408,1.060154,-0.444862,9.602020
81.713857,-0.025227,-0.122090,0.180193,1.116944,-0.400468,9.514196
81.713861,-0.025163,-0.122094,0.179923,1.072366,-0.371978,9.577413
81.713864,-0.025094,-0.122094,0.179641,1.006526,-0.347517,9.651165
81.750865,-0.025045,-0.122076,0.179360,1.268333,-0.363003,9.658355
81.750870,-0.024950,-0.122077,0.179030,0.962041,-0.357399,9.712305
81.750917,-0.024914,-0.122118,0.178730,0.999068,-0.398017,9.663563
81.790788,-0.024822,-0.122147,0.178415,1.347503,-0.409661,9.731903
81.790791,-0.024710,-0.122155,0.178098,0.857828,-0.425294,9.682930
81.790810,-0.024577,-0.122201,0.177799,0.927887,-0.302966,9.738892
81.790830,-0.024493,-0.122217,0.177475,1.498734,-0.441184,9.828568
81.803903,-0.024388,-0.122268,0.177107,0.881281,-0.188527,9.766366
81.803926,-0.024307,-0.122397,0.176769,1.088155,-0.273439,9.678822
81.803932,-0.024179,-0.122456,0.176383,1.267879,-0.095817,9.880803
81.803936,-0.024104,-0.122572,0.175995,1.028412,-0.242189,9.621589
81.884718,-0.024043,-0.122651,0.175593,1.200958,-0.137823,9.812524
81.884805,-0.023919,-0.122695,0.175175,1.063304,-0.134078,9.729815
81.884826,-0.023846,-0.122795,0.174742,1.252701,-0.087096,9.795527
81.884839,-0.023794,-0.122861,0.174350,1.246627,-0.167023,9.826656
81.884936,-0.023717,-0.122956,0.173957,1.219947,-0.228624,9.804460
81.897622,-0.023650,-0.123052,0.173511,1.250056,-0.203280,9.759414
81.897636,-0.023595,-0.123146,0.173093,1.095716,-0.127293,9.688781
81.897652,-0.023466,-0.123250,0.172627,1.256945,-0.200428,9.527925
81.897818,-0.023339,-0.123338,0.172196,1.340729,-0.240721,9.609260
81.937366,-0.023234,-0.123404,0.171735,1.119596,-0.201067,9.604701
81.950548,-0.023157,-0.123441,0.171245,1.298356,-0.155922,9.614776
