Img_Time(Sec),IMU_Time(Sec),Roll(rad),Pitch(rad),Yaw(rad)
76.19436,76.06096,-0.02739,-0.11756,0.15131
76.37463,76.47124,-0.02745,-0.11750,0.15134
76.56978,76.47319,-0.02965,-0.11922,0.15568
76.69190,76.47319,-0.02965,-0.11922,0.15568
76.85829,77.08580,-0.02956,-0.11927,0.15583
77.05626,77.08580,-0.02956,-0.11927,0.15583
77.19223,77.17569,-0.02687,-0.12350,0.16196
77.36187,77.37567,-0.02780,-0.12352,0.16299
77.52445,77.52269,-0.02894,-0.12409,0.16435
77.69104,77.69656,-0.02924,-0.12474,0.16558
77.88643,77.88255,-0.02901,-0.12664,0.16637
78.02030,78.01618,-0.02798,-0.12716,0.16815
78.18698,78.18947,-0.02647,-0.12716,0.17019
78.35901,78.33608,-0.02445,-0.12612,0.17165
78.53106,78.53637,-0.02367,-0.12552,0.17282
78.73263,78.74970,-0.02336,-0.12482,0.17537
78.85365,78.88303,-0.02356,-0.12479,0.17697
79.04582,79.05625,-0.02393,-0.12642,0.17921
79.18853,79.17697,-0.02219,-0.12619,0.18033
79.35671,79.37672,-0.02161,-0.12537,0.18178
79.52355,79.52286,-0.02321,-0.12477,0.18319
79.71853,79.72352,-0.02439,-0.12600,0.18364
79.85654,79.85674,-0.02407,-0.12717,0.18478
80.02202,80.04340,-0.02342,-0.12719,0.18644
80.19312,80.23023,-0.02323,-0.12673,0.18789
80.38864,80.39033,-0.02352,-0.12525,0.18913
80.52112,80.52450,-0.02446,-0.12520,0.18937
80.71527,80.59082,-0.02448,-0.12493,0.18980
80.85441,81.08276,-0.02454,-0.12489,0.18985
81.02354,81.08276,-0.02454,-0.12489,0.18985
81.20341,81.21822,-0.02552,-0.12195,0.18822
81.35864,81.36415,-0.02513,-0.12214,0.18590
81.52294,81.52436,-0.02483,-0.12272,0.18391
81.71079,81.71374,-0.02563,-0.12230,0.18135
81.85569,81.88472,-0.02404,-0.12265,0.17559
82.02283,82.01754,-0.02320,-0.12499,0.16636
82.21599,82.19057,-0.02312,-0.12774,0.16095
82.35802,82.45756,-0.02240,-0.12894,0.16058
82.52727,82.47694,-0.01945,-0.13184,0.15999
82.69295,82.67101,-0.01869,-0.13303,0.16149
82.85768,82.85791,-0.01917,-0.13287,0.16264
83.02659,83.03099,-0.02038,-0.13249,0.16352
83.19003,83.21783,-0.02311,-0.13183,0.16345
83.36390,83.36446,-0.02417,-0.13093,0.16437
83.52996,83.48467,-0.02430,-0.13090,0.16412
83.70955,83.69828,-0.02428,-0.13075,0.16559
83.85721,83.76450,-0.02439,-0.13099,0.16566
84.03721,84.03123,-0.02537,-0.13043,0.16685
84.19098,84.21798,-0.02633,-0.13080,0.16714
84.35980,84.36504,-0.02706,-0.13118,0.16722
84.52689,84.53874,-0.02709,-0.12982,0.16845
84.69306,84.69825,-0.02652,-0.12866,0.16968
84.85781,84.84482,-0.02666,-0.12727,0.17021
85.02577,85.01963,-0.02728,-0.12818,0.17104
85.19148,85.19212,-0.02887,-0.12793,0.17291
85.36386,85.36504,-0.02985,-0.12712,0.17291
85.52618,85.52520,-0.03136,-0.12704,0.17333
85.69173,85.68507,-0.03033,-0.12796,0.17465
85.85808,85.84545,-0.02938,-0.12755,0.17666
86.02630,86.01958,-0.02722,-0.12712,0.17866
86.19233,86.19224,-0.02560,-0.12829,0.17961
86.36396,86.37873,-0.02369,-0.12705,0.18102
86.52749,86.55220,-0.02345,-0.12480,0.18243
86.71285,86.72539,-0.02291,-0.12326,0.18057
86.86244,86.85894,-0.02262,-0.12332,0.17233
87.02945,87.01875,-0.02421,-0.12386,0.16702
87.19450,87.17897,-0.02584,-0.12344,0.16520
87.38542,87.37927,-0.02618,-0.12385,0.16596
87.38542,88.09932,-0.02731,-0.12162,0.17380
87.55104,88.09932,-0.02731,-0.12162,0.17380
87.71980,88.09932,-0.02731,-0.12162,0.17380
87.88683,88.09932,-0.02731,-0.12162,0.17380
88.06232,88.09932,-0.02731,-0.12162,0.17380
88.24433,88.23299,-0.02451,-0.12226,0.17588
88.38497,88.33954,-0.02332,-0.12293,0.17720
88.55191,88.60700,-0.02318,-0.12304,0.17726
88.72058,88.72740,-0.02164,-0.12553,0.18133
88.88682,88.87428,-0.02032,-0.12566,0.18318
89.05304,89.04755,-0.02039,-0.12457,0.18531
89.22137,89.21959,-0.02076,-0.12421,0.18671
89.38640,89.37987,-0.02024,-0.12397,0.18810
89.47781,89.47310,-0.02051,-0.12379,0.18916
89.64200,89.64677,-0.02192,-0.12485,0.19001
89.81046,89.79312,-0.02321,-0.12508,0.19157
89.98462,89.98003,-0.02230,-0.12454,0.19260
90.17850,90.18028,-0.02163,-0.12324,0.19461
90.30232,90.28672,-0.02054,-0.12231,0.19563
90.46754,90.48716,-0.01861,-0.12195,0.19702
90.66457,90.64804,-0.01897,-0.12259,0.19749
90.84668,90.85951,-0.02019,-0.12395,0.19888
90.96307,90.93963,-0.02081,-0.12510,0.19866
91.12878,91.11261,-0.02212,-0.12746,0.19863
91.29369,91.28559,-0.02268,-0.12886,0.19822
91.46133,91.45921,-0.02442,-0.13004,0.19381
91.62593,91.63256,-0.02527,-0.13055,0.18891
91.79799,91.80494,-0.02507,-0.13162,0.18234
91.95643,91.95135,-0.02506,-0.13264,0.18163
92.12866,92.13779,-0.02636,-0.13490,0.18114
92.32186,92.32427,-0.02826,-0.13352,0.18202
92.45265,92.44439,-0.02803,-0.13029,0.18304
92.62369,92.61733,-0.02522,-0.12770,0.18527
92.83404,92.84400,-0.02195,-0.12919,0.18773
92.94955,92.93691,-0.02228,-0.13111,0.18792
93.11307,93.11054,-0.02272,-0.13241,0.18705
93.27898,93.28320,-0.02167,-0.13237,0.18908
93.44597,93.44416,-0.02027,-0.13366,0.19067
93.61142,93.64451,-0.01997,-0.13455,0.19227
93.78723,93.76297,-0.01927,-0.13430,0.19382
93.94127,93.93608,-0.01875,-0.13259,0.19606
94.13804,94.13634,-0.01601,-0.13205,0.19939
94.27167,94.26852,-0.01551,-0.13211,0.20051
94.44062,94.44216,-0.01582,-0.13063,0.20088
94.64606,94.64240,-0.01524,-0.13024,0.20222
94.81369,94.81481,-0.01530,-0.12951,0.20256
94.93653,94.93445,-0.01668,-0.12801,0.20360
95.10321,95.09448,-0.01793,-0.12720,0.20492
95.26586,95.26769,-0.01800,-0.12708,0.20575
95.43346,95.46765,-0.01684,-0.12741,0.20696
95.60169,95.60069,-0.01607,-0.12619,0.20960
95.81057,95.81366,-0.01431,-0.12523,0.21251
95.96547,95.96030,-0.01357,-0.12505,0.21369
96.09265,96.09351,-0.01491,-0.12534,0.21445
96.26617,96.25325,-0.01697,-0.12486,0.21264
96.43096,96.38667,-0.01773,-0.12494,0.20665
96.58863,96.58641,-0.01975,-0.12646,0.20248
96.79005,96.79893,-0.02140,-0.12771,0.20261
96.91899,96.91926,-0.02212,-0.12609,0.20216
97.08492,97.06561,-0.02211,-0.12401,0.19986
97.25467,97.25202,-0.02045,-0.12471,0.18561
97.46085,97.45211,-0.02132,-0.12515,0.17773
97.58178,97.58616,-0.02221,-0.12544,0.17488
97.74773,97.77163,-0.02066,-0.12464,0.17467
97.91151,97.87834,-0.01913,-0.12490,0.17545
98.07832,98.06530,-0.01872,-0.12658,0.17682
98.24951,98.25132,-0.01956,-0.12699,0.17732
98.45353,98.45176,-0.01840,-0.12574,0.17868
98.57321,98.59756,-0.01642,-0.12553,0.18064
98.74404,98.73091,-0.01571,-0.12672,0.18215
98.90824,98.94376,-0.01572,-0.12788,0.18277
99.07007,99.06356,-0.01564,-0.12764,0.18334
99.23709,99.22404,-0.01707,-0.12588,0.18405
99.40216,99.39652,-0.01888,-0.12619,0.18420
99.57428,99.56970,-0.01875,-0.12571,0.18546
99.73387,99.72987,-0.01714,-0.12379,0.18623
99.89969,99.90277,-0.01562,-0.12349,0.18670
100.06479,100.06250,-0.01735,-0.12385,0.18659
100.25629,100.26251,-0.01997,-0.12431,0.18680
100.44903,100.43628,-0.01874,-0.12394,0.18856
100.56350,100.54341,-0.01763,-0.12469,0.18869
100.72827,100.73011,-0.01902,-0.12518,0.18868
100.89200,100.90175,-0.02146,-0.12498,0.18897
101.08504,101.10166,-0.01966,-0.12336,0.19036
101.22789,101.22197,-0.01748,-0.12356,0.19147
101.41468,101.40806,-0.01592,-0.12639,0.19341
101.60337,101.60794,-0.01435,-0.12739,0.19631
101.76604,101.75445,-0.01159,-0.12556,0.19929
101.88426,101.88774,-0.00925,-0.12468,0.20037
102.08973,102.08821,-0.00898,-0.12427,0.20108
102.21656,102.22119,-0.00876,-0.12411,0.20130
102.42420,102.42178,-0.00646,-0.12329,0.20350
102.54563,102.54065,-0.00549,-0.12334,0.20391
102.71373,102.71366,-0.00599,-0.12388,0.20251
102.88021,102.88692,-0.00727,-0.12254,0.20341
103.05680,103.05994,-0.00759,-0.12159,0.20502
103.21930,103.22002,-0.00638,-0.12110,0.20737
103.37650,103.37944,-0.00874,-0.12073,0.20809
103.37650,104.23528,-0.01146,-0.12869,0.16282
103.55025,104.23528,-0.01146,-0.12869,0.16282
103.70870,104.23528,-0.01146,-0.12869,0.16282
103.87879,104.23528,-0.01146,-0.12869,0.16282
104.04175,104.23528,-0.01146,-0.12869,0.16282
104.20951,104.23528,-0.01146,-0.12869,0.16282
104.40493,104.38114,-0.01270,-0.12763,0.16417
104.54091,104.52775,-0.01424,-0.12721,0.16646
104.70758,104.70092,-0.01603,-0.12839,0.16867
104.89915,104.88774,-0.01673,-0.12814,0.16949
105.04370,105.02084,-0.01892,-0.12567,0.17067
105.24454,105.24704,-0.01811,-0.12667,0.17351
105.37726,105.36716,-0.01661,-0.12591,0.17607
105.54268,105.54054,-0.01504,-0.12418,0.17689
105.70702,105.68689,-0.01358,-0.12252,0.17772
105.87507,105.87322,-0.01241,-0.12352,0.17932
106.04148,106.06050,-0.01202,-0.12473,0.17965
106.20911,106.20867,-0.01185,-0.12490,0.17923
106.37674,106.37982,-0.01120,-0.12408,0.17939
106.54363,106.55288,-0.01039,-0.12472,0.17858
106.70823,106.71270,-0.00917,-0.12513,0.17816
106.87350,106.88599,-0.00910,-0.12487,0.17815
107.04470,107.05939,-0.00898,-0.12505,0.17864
107.20786,107.19255,-0.00776,-0.12629,0.18058
107.37354,107.33879,-0.00766,-0.12708,0.18157
107.54007,107.52537,-0.00733,-0.12687,0.18129
107.70677,107.69861,-0.00694,-0.12628,0.18204
107.87496,107.87203,-0.00618,-0.12610,0.18412
108.04248,108.01846,-0.00611,-0.12639,0.18492
108.20645,108.12504,-0.00660,-0.12623,0.18484
108.37358,108.36851,-0.00763,-0.12414,0.18636
108.54413,108.55157,-0.00789,-0.12075,0.18919
108.70745,108.71116,-0.00975,-0.12032,0.19094
108.87401,108.84434,-0.01100,-0.12087,0.19200
109.04676,109.03160,-0.01101,-0.12190,0.19447
109.20798,109.19086,-0.00974,-0.12244,0.19589
109.39159,109.37782,-0.00958,-0.12192,0.19662
109.54534,109.55059,-0.00955,-0.12272,0.19795
109.70911,109.69809,-0.00899,-0.12234,0.19765
109.87530,109.77711,-0.00805,-0.12231,0.19725
110.04252,110.21015,-0.00799,-0.12245,0.19714
110.23392,110.24413,-0.00829,-0.12170,0.18536
110.39176,110.41600,-0.00794,-0.12191,0.18099
110.54145,110.54960,-0.00584,-0.12121,0.16791
110.70952,110.72319,-0.00481,-0.12067,0.16686
110.87388,110.86971,-0.00434,-0.12042,0.16643
111.03961,111.02969,-0.00234,-0.11983,0.16777
111.20775,111.24263,-0.00160,-0.11914,0.16915
111.39301,111.40299,-0.00347,-0.12059,0.17132
111.54011,111.54904,-0.00601,-0.12118,0.17069
111.70564,111.69591,-0.00682,-0.12195,0.17061
111.87650,111.88202,-0.00481,-0.12141,0.17268
112.06325,112.05541,-0.00340,-0.12031,0.17305
112.20678,112.20232,-0.00342,-0.11937,0.17299
112.39689,112.36229,-0.00434,-0.12074,0.17350
112.54265,112.54865,-0.00426,-0.12288,0.17519
112.71348,112.69534,-0.00553,-0.12461,0.17541
112.87224,112.86812,-0.00551,-0.12394,0.17520
113.04036,113.04251,-0.00334,-0.12171,0.17656
113.21234,113.21481,-0.00060,-0.11998,0.17813
113.38825,113.38826,-0.00086,-0.12058,0.17899
113.53997,113.54783,-0.00104,-0.12095,0.18032
113.70884,113.70762,-0.00107,-0.12125,0.18169
113.87833,113.88105,0.00029,-0.12047,0.18377
114.03989,114.02878,0.00013,-0.12104,0.18386
114.22938,114.22793,-0.00060,-0.12019,0.18412
114.37211,114.36244,-0.00002,-0.12025,0.18546
114.55995,114.54799,0.00170,-0.12234,0.18666
114.64508,114.64056,0.00234,-0.12362,0.18719
114.84124,114.85374,0.00152,-0.12373,0.18561
114.95856,114.94818,0.00118,-0.12242,0.18598
115.12422,115.12015,0.00223,-0.12113,0.18714
115.32130,115.32165,0.00331,-0.12165,0.18735
115.45910,115.44255,0.00312,-0.12161,0.18472
115.67622,115.73871,0.00321,-0.12142,0.18360
115.82997,115.82664,0.00489,-0.11992,0.16420
115.95010,115.91986,0.00529,-0.12029,0.16386
116.11585,116.10656,0.00477,-0.12159,0.16366
116.31979,116.29323,0.00396,-0.12121,0.16432
116.48162,116.50630,0.00392,-0.12113,0.16439
116.63428,116.62937,0.00360,-0.11991,0.16798
116.78640,116.62937,0.00360,-0.11991,0.16798
116.94615,116.96695,0.00359,-0.11983,0.16806
117.10890,117.09228,0.00173,-0.11784,0.17197
117.27560,117.27900,0.00168,-0.11778,0.17339
117.45767,117.39914,0.00043,-0.11782,0.17365
117.60764,117.58209,-0.00034,-0.11770,0.17490
117.77577,117.77209,0.00156,-0.11753,0.17788
117.93691,117.95854,0.00257,-0.11772,0.17990
118.10629,118.11844,0.00347,-0.11696,0.18125
118.27252,118.27830,0.00345,-0.11662,0.18157
118.43854,118.41213,0.00335,-0.11618,0.18255
118.61893,118.62487,0.00499,-0.11622,0.18438
118.80978,118.82474,0.00411,-0.11585,0.18461
118.93223,118.94462,0.00282,-0.11575,0.18532
119.09678,119.11807,0.00197,-0.11657,0.18569
119.28331,119.27805,0.00505,-0.11937,0.18391
119.47039,119.45117,0.00603,-0.12107,0.17397
119.47039,120.41135,0.00252,-0.12279,0.16259
119.59083,120.41135,0.00252,-0.12279,0.16259
119.75811,120.41135,0.00252,-0.12279,0.16259
119.92173,120.41135,0.00252,-0.12279,0.16259
120.12687,120.41135,0.00252,-0.12279,0.16259
120.30559,120.41135,0.00252,-0.12279,0.16259
120.41830,120.42328,0.00241,-0.12329,0.16287
120.58504,120.59661,0.00081,-0.12415,0.16346
120.75041,120.75660,-0.00209,-0.12281,0.16410
120.95110,120.95631,-0.00612,-0.12036,0.16586
121.13301,121.13021,-0.00876,-0.12054,0.16712
121.24580,121.22286,-0.00970,-0.12133,0.16717
121.41484,121.40599,-0.01010,-0.12236,0.16718
121.57847,121.56928,-0.01030,-0.12161,0.16777
121.74342,121.74298,-0.00991,-0.12148,0.16741
121.91370,121.90290,-0.00874,-0.12164,0.16731
122.07927,122.07603,-0.00660,-0.12206,0.16712
122.23955,122.24911,-0.00565,-0.12213,0.16682
122.42638,122.40912,-0.00565,-0.12186,0.16723
122.57304,122.63352,-0.00523,-0.12174,0.16738
122.73586,122.74244,-0.00237,-0.12316,0.16743
122.90631,122.88871,-0.00059,-0.12335,0.16891
123.07783,123.07559,-0.00044,-0.12332,0.17027
123.23253,123.23555,-0.00061,-0.12339,0.17097
123.39946,123.39518,-0.00205,-0.12065,0.17111
123.60532,123.60858,-0.00348,-0.11991,0.17271
123.73100,123.72840,-0.00288,-0.11977,0.17407
123.89928,123.87508,-0.00282,-0.11887,0.17515
124.10872,124.10216,-0.00399,-0.11856,0.17594
124.22566,124.23619,-0.00430,-0.11823,0.17711
124.43713,124.43512,-0.00285,-0.11713,0.17888
124.55625,124.58183,-0.00261,-0.11714,0.17917
124.72767,124.71486,-0.00241,-0.11655,0.18026
124.92206,124.91555,-0.00165,-0.11644,0.18251
125.05563,125.07649,-0.00173,-0.11643,0.18304
125.22228,125.22275,-0.00253,-0.11488,0.18545
125.42383,125.42255,-0.00120,-0.11310,0.18802
125.55072,125.55436,0.00013,-0.11321,0.18974
125.71680,125.70111,0.00092,-0.11397,0.19082
125.88592,125.88762,0.00054,-0.11536,0.19112
126.08648,126.08230,0.00020,-0.11539,0.18118
126.21380,126.20764,-0.00039,-0.11447,0.17099
126.38076,126.38093,0.00014,-0.11294,0.16303
126.54413,126.58049,0.00054,-0.11238,0.16245
126.71871,126.70053,0.00104,-0.11330,0.16156
126.87739,126.87375,0.00299,-0.11324,0.16405
127.09420,127.10069,0.00549,-0.11163,0.16647
127.20696,127.20682,0.00396,-0.11036,0.16697
127.39299,127.40684,0.00074,-0.11044,0.16723
127.53908,127.54003,-0.00348,-0.11158,0.16855
127.70681,127.68715,-0.00517,-0.11144,0.17003
127.91463,127.90159,-0.00353,-0.11117,0.17187
128.06780,128.08681,-0.00417,-0.11144,0.17297
128.20419,128.19338,-0.00497,-0.11109,0.17412
128.41403,128.40657,-0.00277,-0.11143,0.17631
128.53745,128.53968,-0.00053,-0.11144,0.17745
128.70404,128.68641,-0.00014,-0.11066,0.17874
128.90089,128.89974,-0.00124,-0.11191,0.18027
129.03730,129.03278,-0.00048,-0.11356,0.18080
129.23443,129.23286,0.00089,-0.11430,0.18253
129.38085,129.37942,0.00067,-0.11516,0.18204
129.53587,129.53910,0.00026,-0.11543,0.18194
129.70746,129.71259,-0.00056,-0.11610,0.18244
129.87248,129.85959,-0.00162,-0.11512,0.18254
130.03626,130.04570,-0.00263,-0.11383,0.18340
130.22625,130.21061,-0.00280,-0.11395,0.18412
130.36972,130.35254,-0.00142,-0.11469,0.18517
130.54112,130.54095,-0.00193,-0.11659,0.18566
130.70301,130.69885,-0.00290,-0.11662,0.18639
130.87320,130.87247,-0.00349,-0.11751,0.18660
131.05157,131.04555,-0.00441,-0.11795,0.18673
131.20293,131.20552,-0.00428,-0.11748,0.18634
131.37350,131.20555,-0.00417,-0.11736,0.18641
131.53628,131.64426,-0.00415,-0.11736,0.18646
131.70466,131.69908,-0.00535,-0.11662,0.19007
131.87338,131.76537,-0.00513,-0.11643,0.19038
132.03977,132.25853,-0.00507,-0.11641,0.19048
132.20494,132.25853,-0.00507,-0.11641,0.19048
132.36961,132.37871,-0.00285,-0.11902,0.19479
132.53651,132.53858,-0.00349,-0.12087,0.19562
132.70353,132.68496,-0.00436,-0.12289,0.19601
132.87278,132.87297,-0.00444,-0.12302,0.19603
133.05798,133.05820,-0.00463,-0.12044,0.19866
133.20390,133.21795,-0.00370,-0.11867,0.19977
133.37009,133.36521,-0.00327,-0.11796,0.20052
133.54727,133.53789,-0.00274,-0.11832,0.20169
133.71743,133.71107,-0.00210,-0.11864,0.20402
133.86980,133.87101,-0.00296,-0.11820,0.20596
134.06348,134.07143,-0.00419,-0.11886,0.20755
134.20280,134.20417,-0.00302,-0.11964,0.20941
134.37206,134.37756,-0.00310,-0.11936,0.21022
134.53698,134.52440,-0.00404,-0.11814,0.20842
134.70565,134.69741,-0.00487,-0.11721,0.20278
134.88941,134.88408,-0.00376,-0.11614,0.19882
135.06475,135.04014,-0.00009,-0.11424,0.19509
135.20287,135.21313,0.00041,-0.11433,0.19023
135.37161,135.36851,0.00070,-0.11538,0.18444
135.37161,136.53679,-0.00087,-0.11771,0.17994
135.53741,136.53679,-0.00087,-0.11771,0.17994
135.70343,136.53679,-0.00087,-0.11771,0.17994
135.89045,136.53679,-0.00087,-0.11771,0.17994
136.03732,136.53679,-0.00087,-0.11771,0.17994
136.22268,136.53679,-0.00087,-0.11771,0.17994
136.37050,136.53679,-0.00087,-0.11771,0.17994
136.53714,136.53679,-0.00087,-0.11771,0.17994
136.70339,136.72367,-0.00075,-0.11656,0.18060
136.87989,136.87022,0.00057,-0.11472,0.18330
137.03628,137.03015,0.00143,-0.11544,0.18473
137.20537,137.13739,0.00175,-0.11672,0.18507
137.37037,137.48111,0.00178,-0.11686,0.18509
137.53802,137.53715,0.00040,-0.11954,0.18697
137.70352,137.70961,0.00093,-0.11811,0.18877
137.87591,137.87006,0.00034,-0.11887,0.18926
138.04197,138.03031,-0.00142,-0.11842,0.18978
138.21774,138.22972,-0.00350,-0.11876,0.19072
138.36983,138.40291,-0.00422,-0.11826,0.19120
138.53976,138.53614,-0.00491,-0.11699,0.19272
138.71415,138.70946,-0.00453,-0.11666,0.19402
138.90211,138.89594,-0.00452,-0.11732,0.19504
139.03861,139.05663,-0.00453,-0.11825,0.19575
139.20437,139.20483,-0.00413,-0.11958,0.19726
139.38583,139.37656,-0.00166,-0.11904,0.19883
139.45887,139.45625,-0.00042,-0.11826,0.19946
139.62897,139.64242,0.00011,-0.11743,0.19998
139.78960,139.80282,0.00050,-0.11815,0.20034
139.95691,139.96329,0.00014,-0.11870,0.20113
140.12393,140.13617,0.00062,-0.11897,0.20211
140.31362,140.32230,0.00299,-0.11661,0.20409
140.48723,140.48221,0.00425,-0.11560,0.20523
140.61872,140.61798,0.00422,-0.11626,0.20670
140.78447,140.78896,0.00411,-0.11576,0.20809
140.94959,140.96279,0.00446,-0.11515,0.20854
141.11517,141.12211,0.00453,-0.11407,0.21076
141.28491,141.26880,0.00360,-0.11325,0.21126
141.48008,141.49564,0.00275,-0.11388,0.21242
141.64947,141.65537,0.00176,-0.11395,0.21328
141.77585,141.77707,0.00123,-0.11460,0.21413
141.96071,141.96304,0.00043,-0.11463,0.21445
142.10822,142.10840,0.00031,-0.11462,0.21514
142.31980,142.32162,-0.00082,-0.11493,0.21591
142.43901,142.44177,-0.00135,-0.11535,0.21610
142.60658,142.58897,-0.00206,-0.11647,0.21640
142.77073,142.77482,-0.00241,-0.11536,0.21762
142.93699,142.92141,-0.00247,-0.11613,0.21850
143.10614,143.10831,-0.00475,-0.11818,0.21861
143.27592,143.28162,-0.00617,-0.11802,0.21860
143.44470,143.45539,-0.00574,-0.11807,0.22037
143.60577,143.60156,-0.00579,-0.11854,0.22132
143.76506,143.74789,-0.00566,-0.11817,0.22120
143.92931,143.92152,-0.00616,-0.11926,0.22214
144.10073,144.09497,-0.00617,-0.11872,0.21875
144.29349,144.26775,-0.00474,-0.11833,0.21426
144.42711,144.42799,-0.00386,-0.11783,0.20591
144.59319,144.60118,-0.00249,-0.11863,0.19735
144.75970,144.74804,-0.00175,-0.12013,0.18794
144.96534,144.96126,-0.00121,-0.12127,0.18685
145.09087,145.09434,-0.00080,-0.12198,0.18550
145.30069,145.28191,-0.00093,-0.12138,0.18612
145.42180,145.42761,-0.00138,-0.12153,0.18654
145.58607,145.67399,-0.00132,-0.12195,0.18671
145.75312,145.74798,-0.00004,-0.12358,0.18681
145.92397,145.90740,0.00108,-0.12395,0.18766
146.08444,146.09435,0.00188,-0.12350,0.18821
146.25478,146.25394,0.00228,-0.12438,0.18849
146.43987,146.41405,0.00063,-0.12541,0.18832
146.62129,146.61416,0.00029,-0.12576,0.18861
146.74454,146.74730,-0.00000,-0.12517,0.18850
146.95051,146.94718,0.00149,-0.12402,0.18971
147.08038,147.08033,0.00209,-0.12499,0.19025
147.29586,147.30700,0.00271,-0.12553,0.18973
147.40802,147.41385,0.00265,-0.12607,0.18994
147.57215,147.54695,0.00245,-0.12565,0.19014
147.73871,147.73373,0.00241,-0.12411,0.19085
147.91681,147.92014,0.00329,-0.12112,0.19156
148.12278,148.10711,0.00417,-0.12021,0.19215
148.27104,148.24033,0.00405,-0.11877,0.19210
148.40112,148.41352,0.00333,-0.11653,0.19298
148.57597,148.56021,0.00321,-0.11571,0.19347
148.73533,148.72026,0.00300,-0.11739,0.19456
148.90085,148.90655,0.00259,-0.11897,0.19449
149.11174,149.12002,0.00179,-0.11836,0.19602
149.22909,149.20015,0.00234,-0.11721,0.19824
149.39403,149.39990,0.00351,-0.11741,0.19928
149.56172,149.55977,0.00272,-0.11821,0.19956
149.72818,149.73344,0.00318,-0.11774,0.20021
149.89081,149.88043,0.00306,-0.11677,0.20042
150.05723,150.06668,0.00265,-0.11631,0.20172
150.22616,150.21299,0.00140,-0.11718,0.20187
150.38997,150.38687,0.00040,-0.11948,0.20288
150.55866,150.54634,-0.00060,-0.12022,0.20407
150.74288,150.74632,0.00003,-0.11994,0.20681
150.93300,150.93297,0.00276,-0.12250,0.20840
151.05774,151.06696,0.00362,-0.12379,0.20896
151.21793,151.22604,0.00415,-0.12480,0.20978
151.38410,151.37286,0.00398,-0.12572,0.21104
151.38410,152.74590,0.00336,-0.11626,0.21195
151.56684,152.74590,0.00336,-0.11626,0.21195
151.71096,152.74590,0.00336,-0.11626,0.21195
151.91741,152.74590,0.00336,-0.11626,0.21195
152.04389,152.74590,0.00336,-0.11626,0.21195
152.20904,152.74590,0.00336,-0.11626,0.21195
152.37292,152.74590,0.00336,-0.11626,0.21195
152.54271,152.74590,0.00336,-0.11626,0.21195
152.72950,152.74590,0.00336,-0.11626,0.21195
152.92643,152.93258,0.00333,-0.11621,0.21200
153.03791,153.03922,0.00344,-0.11640,0.21203
153.20615,153.17265,0.00355,-0.11641,0.21211
153.37210,153.37265,0.00352,-0.11640,0.21210
153.54357,153.51932,0.00351,-0.11634,0.21201
153.73493,153.73786,0.00353,-0.11634,0.21200
153.87251,153.87876,0.00354,-0.11633,0.21203
154.04050,154.04716,0.00356,-0.11637,0.21201
154.20794,154.25247,0.00374,-0.11648,0.21213
154.37321,154.35876,0.00363,-0.11634,0.21207
154.53826,154.54595,0.00361,-0.11630,0.21207
154.73529,154.66577,0.00355,-0.11622,0.21208
154.87143,154.86491,0.00336,-0.11614,0.21211
155.04131,155.03909,0.00325,-0.11619,0.21221
155.20461,155.19909,0.00293,-0.11614,0.21221
155.37092,155.37240,0.00278,-0.11617,0.21215
155.55766,155.57202,0.00265,-0.11624,0.21215
155.70539,155.71303,0.00276,-0.11623,0.21211
155.88344,155.89206,0.00273,-0.11615,0.21209
156.03770,156.05225,0.00267,-0.11618,0.21203
156.20578,156.18520,0.00269,-0.11621,0.21201
156.38059,156.37363,0.00282,-0.11637,0.21190
156.54252,156.55840,0.00291,-0.11644,0.21201
156.70475,156.66529,0.00292,-0.11648,0.21189
156.87130,156.86492,0.00292,-0.11678,0.21185
157.04023,157.03862,0.00393,-0.12126,0.21044
157.20663,157.21175,0.00418,-0.12165,0.21076
157.37938,157.39828,0.00434,-0.12178,0.21074
157.54080,157.54498,0.00435,-0.12164,0.21095
157.73496,157.72916,0.00430,-0.12416,0.21154
157.88684,157.88134,0.00597,-0.12928,0.21027
158.03921,158.04155,0.00707,-0.12893,0.21156
158.20529,158.20489,0.00779,-0.12730,0.21228
158.37379,158.37695,0.00817,-0.12611,0.21353
158.54055,158.53971,0.00848,-0.12570,0.21496
158.70577,158.70057,0.00898,-0.12655,0.21571
158.87918,158.88222,0.01000,-0.12671,0.21731
159.03813,159.03564,0.01083,-0.12690,0.21821
159.21859,159.22050,0.01080,-0.12593,0.21983
159.39037,159.38491,0.01061,-0.12604,0.22074
159.53839,159.53540,0.00985,-0.12712,0.22177
159.70811,159.70376,0.00963,-0.12826,0.22098
159.87558,159.88272,0.01038,-0.12911,0.21588
160.03934,160.04153,0.00907,-0.12856,0.20419
160.20536,160.20955,0.00762,-0.12833,0.19032
160.37274,160.36661,0.00616,-0.12916,0.18609
160.54905,160.54722,0.00443,-0.12996,0.18422
160.72351,160.72773,0.00292,-0.13075,0.18526
160.87272,160.87384,0.00298,-0.13032,0.18625
161.03923,161.03596,0.00297,-0.12884,0.18819
161.20577,161.20368,0.00365,-0.12756,0.19007
161.37388,161.37662,0.00580,-0.12770,0.19121
161.54249,161.54446,0.00640,-0.12746,0.19209
161.70646,161.68977,0.00634,-0.12682,0.19241
161.87412,161.87838,0.00520,-0.12573,0.19325
