0.0000000000,6614856.883581635,594363.8568742898,98.97175208153203
0.0013108253,6614856.888079817,594363.8559078383,98.97174665285274
0.0025525093,6614856.885801888,594363.8587029877,98.9717257998418
0.6114854813,6614856.884279907,594363.8593839126,98.97143490519375
1.5541911125,6614856.8846007,594363.8587010517,98.97162356600165
2.5406413078,6614857.002944352,594364.0104732222,98.97087257006206
3.5656516552,6614857.0860184925,594364.1017188131,98.97000262152869
4.5385377407,6614857.203964077,594364.2547073787,98.96604441630188
5.5513961315,6614857.445431407,594364.532475855,98.95685277064331
6.5647125244,6614857.692359056,594364.7879103945,98.95538573188242
6.5647125244,6614857.892638389,594365.0447921895,98.95533195498865
7.5923557281,6614858.09152143,594365.278199618,98.95968336728401
8.5634837151,6614858.275602052,594365.5079321124,98.95780944882426
9.6162741184,6614858.470511751,594365.7470234431,98.96318022196647
10.6025481224,6614858.691923929,594365.9996702512,98.96177644049749
11.5632781982,6614858.897146177,594366.2456762367,98.96199292014353
12.5615277290,6614859.087224258,594366.5073892971,98.96121260372456
13.5748403072,6614859.288076415,594366.7634354291,98.96298087725881
14.5737688541,6614859.517807201,594367.0125250582,98.96245843253564
15.5590386391,6614859.73553239,594367.2794697115,98.95946512382943
16.5851337910,6614859.95245736,594367.5275718444,98.95854800054803
17.5717439651,6614860.147847851,594367.7738511721,98.96178588899784
18.5575864315,6614860.340268009,594368.0328717637,98.95948085759301
19.5832791328,6614860.547056453,594368.292046272,98.9542647114722
20.5829586983,6614860.751793155,594368.5535483691,98.95453343808185
21.6107990742,6614860.965994602,594368.8063267376,98.95550094498321
21.6107990742,6614861.176196504,594369.0524212958,98.95565680030268
22.5704233646,6614861.398407414,594369.3111488312,98.95590940478723
23.5697321892,6614861.578562198,594369.5631465537,98.9600605268497
24.5692830086,6614861.78285423,594369.8264523924,98.95634152949788
25.5896973610,6614861.976435679,594370.0824522062,98.96596650313586
26.5838019848,6614862.185150182,594370.3428795128,98.96889870101586
27.6302132607,6614862.406973539,594370.6109591759,98.96279830101412
28.5962400436,6614862.629094175,594370.8738260001,98.96360157814343
29.6022443771,6614862.83179653,594371.1388928954,98.96448629780207
30.6075160503,6614863.053158616,594371.395456048,98.96181311330292
31.6395134926,6614863.256569963,594371.6532516808,98.96566093363799
32.6441900730,6614863.477278059,594371.9148465435,98.96335702447686
33.6220593452,6614863.696222609,594372.1783861861,98.96358346310444
34.6260859966,6614863.884968148,594372.4193246833,98.96436472795904
35.6443362236,6614864.098786759,594372.6763232407,98.97203114512376
36.6968050003,6614864.276630888,594372.9259256033,98.97424591903109
36.6968050003,6614864.49710782,594373.1935088335,98.97425755683798
37.6863660812,6614864.701601005,594373.4421803448,98.97412685479503
38.6897056103,6614864.915461262,594373.707807511,98.97601596568711
39.6924757957,6614865.139035174,594373.9672942255,98.97408277646173
40.6817722321,6614865.32090115,594374.227593398,98.97073911351617
41.6981487274,6614865.5249990085,594374.4772711644,98.97030043182895
42.6867749691,6614865.7378858505,594374.728680343,98.97381340584252
43.7024524212,6614865.951896073,594374.995112091,98.97461278457195
44.7043304443,6614866.132417544,594375.2523794047,98.97049402061384
45.6939866543,6614866.347949608,594375.4971345161,98.97591630578972
46.8130006790,6614866.542519411,594375.7679197039,98.973531582742
47.7721178532,6614866.74297538,594376.0328415579,98.97095170139801
48.8975286484,6614866.948957223,594376.2930556367,98.9698833974544
49.7015302181,6614867.152306137,594376.5517418024,98.97223584668245
51.1583392620,6614867.363625692,594376.8171958644,98.9753887365805
51.7032699585,6614867.557057778,594377.0756109839,98.97341129486449
52.7311041355,6614867.768375233,594377.3358339743,98.97284400626086
52.7311041355,6614867.968419004,594377.594143434,98.97282452823129
53.7187628746,6614868.184607361,594377.8604226685,98.9723383433884
54.7199487686,6614868.392758723,594378.1051021771,98.97708625369705
55.7206466198,6614868.603341168,594378.3670876217,98.97634963842575
56.7755465508,6614868.791386496,594378.606753904,98.98320768936537
57.7227783203,6614868.998990995,594378.8784150106,98.98395603406243
58.7238235474,6614869.216317365,594379.1401557117,98.98448000056669
59.7699460983,6614869.411805697,594379.4023493468,98.9843109518988
60.7249305248,6614869.601278013,594379.6495036433,98.9819504849147
61.7393698692,6614869.784546314,594379.9018780233,98.98274230561219
62.7675518990,6614869.994245224,594380.1747328409,98.98135465267114
63.7276220322,6614870.205453256,594380.4441318919,98.98117781325709
64.7281033993,6614870.416789557,594380.7079618828,98.98567376693245
65.7461419106,6614870.597171572,594380.9525125265,98.98956243414432
