0.00000,6614929.280268497,594452.0665897081,98.89280213750317,-2.2845033980496035
0.00179,6614929.2804386495,594452.0666873452,98.89282498214743,-2.2848233980496033
0.01313,6614929.282988309,594452.0690196266,98.89290862480993,-2.285953398049603
0.03462,6614929.283524405,594452.0692800682,98.89295433380175,-2.286903398049603
0.03543,6614929.283524405,594452.0692800682,98.89295433380175,-2.286903398049603
0.03933,6614929.283524405,594452.0692800682,98.89295433380175,-2.286903398049603
0.04122,6614929.283559361,594452.0692935862,98.89295535278507,-2.2869233980496033
0.05675,6614929.283559361,594452.0692935862,98.89295535278507,-2.2869233980496033
0.05722,6614929.283559361,594452.0692935862,98.89295535278507,-2.2869233980496033
0.05992,6614929.283559361,594452.0692935862,98.89295535278507,-2.2869233980496033
0.06359,6614929.283559361,594452.0692935862,98.89295535278507,-2.2869233980496033
0.06841,6614929.28358171,594452.069302874,98.89295637229225,-2.2869233980496033
0.11136,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.11814,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.12043,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.12117,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.12208,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.12849,6614929.2836070545,594452.0693893259,98.89300075834035,-2.2870033980496034
0.17269,6614929.283598695,594452.0694125047,98.89301555493148,-2.2870033980496034
0.18703,6614929.283684089,594452.0694429255,98.89301657490432,-2.287103398049603
0.19524,6614929.283702733,594452.0694090379,98.89299371725065,-2.2870833980496035
0.20111,6614929.281748246,594452.0674520644,98.89300953462953,-2.2871333980496034
0.20485,6614929.281748246,594452.0674520644,98.89300953462953,-2.2871333980496034
0.22332,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.22459,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.22578,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.22620,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.22772,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.23634,6614929.281723967,594452.0674303091,98.89300177848781,-2.2871533980496035
0.24328,6614929.281712593,594452.0674725472,98.89302800435689,-2.287173398049603
0.24703,6614929.281712593,594452.0674725472,98.89302800435689,-2.287173398049603
0.27146,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.27224,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.27246,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.27677,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.27736,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.28293,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.28387,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.28409,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.28432,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
0.28498,6614929.281756452,594452.0674471087,98.8930051458592,-2.2871933980496033
