Time(ROS) Frame LO(m) AO(deg)
1570701871.170563459 0194 0.08821 -12.80730
1570701871.335124969 0195 0.08821 -12.80730
1570701871.527883291 0196 0.08732 -12.76891
1570701871.697711229 0197 0.06203 -12.72021
1570701871.832507133 0198 0.06147 -12.67036
1570701872.419079542 0199 0.06131 -12.62109
1570701872.164479494 0200 0.06142 -12.60562
1570701872.328234434 0201 0.06130 -12.60447
1570701872.496840715 0202 0.06103 -12.56837
1570701872.663957119 0203 0.04561 -12.54660
1570701872.831745625 0204 0.04687 -12.56265
1570701872.993585825 0205 0.04681 -12.51394
1570701873.156880617 0206 0.04710 -12.50306
1570701873.326076269 0207 0.04707 -12.50993
1570701873.489434004 0208 0.04698 -12.48472
1570701873.657122374 0209 0.04667 -12.46295
1570701873.822753429 0210 0.02439 -12.46180
1570701873.987851620 0211 0.02500 -12.46410
1570701874.150177717 0212 0.02478 -12.41941
1570701874.315137386 0213 0.02539 -12.41540
1570701874.481002331 0214 0.02615 -12.40623
1570701874.651735306 0215 0.02580 -12.37873
1570701874.816938162 0216 0.01110 -12.36899
1570701874.977400780 0217 0.01177 -12.40164
1570701875.143229723 0218 0.01157 -12.44061
1570701875.309372663 0219 0.01085 -12.44290
1570701875.475289583 0220 0.00988 -12.42514
1570701875.647855520 0221 0.00914 -12.37701
1570701875.825850487 0222 0.00450 -12.36096
1570701875.971455336 0223 0.00629 -12.36440
1570701876.137103558 0224 0.00809 -12.35065
1570701876.329618216 0225 0.00923 -12.32544
1570701876.468614101 0226 0.00870 -12.30367
1570701876.634460926 0227 0.00667 -12.24236
1570701876.802011728 0228 -0.01625 -12.22976
1570701876.964673042 0229 -0.01743 -12.17074
1570701877.130191803 0230 -0.01696 -12.15699
1570701877.298753738 0231 -0.01504 -12.14209
1570701877.461303949 0232 -0.01375 -12.16329
1570701877.671423674 0233 -0.03266 -12.14038
1570701877.795632362 0234 -0.03408 -12.10371
1570701877.960317135 0235 -0.03583 -12.06188
1570701878.133901834 0236 -0.03787 -12.03724
1570701878.293104410 0237 -0.03854 -12.02865
1570701878.458906412 0238 -0.03925 -12.02120
1570701878.671120405 0239 -0.04706 -11.99198
1570701878.786614895 0240 -0.04630 -11.97708
1570701878.972124577 0241 -0.04507 -11.95015
1570701879.117664099 0242 -0.04533 -11.94213
1570701879.314130306 0243 -0.04616 -11.96161
1570701879.450809956 0244 -0.04653 -11.96963
1570701879.642890215 0245 -0.04638 -11.98911
1570701879.811238766 0246 -0.06698 -11.99943
1570701879.971304893 0247 -0.06550 -12.00401
1570701880.145354509 0248 -0.06472 -11.99656
1570701880.276286602 0249 -0.06396 -12.00458
1570701880.442478895 0250 -0.06340 -12.00287
1570701880.611973524 0251 -0.06300 -12.00688
1570701880.775570393 0252 -0.07211 -10.65098
1570701880.941742897 0253 -0.07334 -10.64583
1570701881.107508421 0254 -0.07588 -10.59197
1570701881.275002956 0255 -0.07714 -10.56504
1570701881.440995216 0256 -0.07776 -10.53983
1570701881.607185841 0257 -0.07750 -10.53124
1570701881.788826942 0258 -0.07183 -10.52379
1570701881.940009356 0259 -0.07035 -10.54556
1570701882.106483221 0260 -0.06877 -10.54785
1570701882.273527384 0261 -0.06766 -10.54671
1570701882.440345049 0262 -0.06696 -10.53639
1570701882.615993977 0263 -0.06612 -10.51634
1570701882.772556782 0264 -0.04655 -10.45560
1570701882.963570118 0265 -0.04564 -10.43097
1570701883.107404232 0266 -0.04490 -10.41321
1570701883.318485975 0267 -0.04425 -10.40862
1570701883.438773870 0268 -0.04350 -10.38341
1570701883.606939554 0269 -0.04235 -10.44701
1570701883.772721291 0270 0.00942 -10.78448
1570701883.937857151 0271 0.00643 -11.10190
1570701884.109421253 0272 0.00257 -11.65882
1570701884.271229267 0273 0.00148 -12.16703
1570701884.438573122 0274 0.00543 -12.72681
1570701884.604531527 0275 0.01074 -13.42238
1570701884.770249844 0276 0.08185 -14.00221
1570701884.937080622 0277 0.08533 -14.37865
1570701885.103477001 0278 0.08528 -14.46001
1570701885.269827127 0279 0.08582 -14.45714
1570701885.439579010 0280 0.08520 -14.45027
1570701885.602854967 0281 0.08611 -14.64221
1570701885.772341728 0282 0.11277 -15.12292
1570701885.935592890 0283 0.11642 -15.58358
1570701886.102771044 0284 0.12054 -16.14107
1570701886.268872023 0285 0.12619 -16.74152
1570701886.435416937 0286 0.13373 -17.42392
1570701886.604893684 0287 0.14139 -18.28049
1570701886.775066137 0288 0.15312 -19.64929
1570701886.935464382 0289 0.16285 -20.92412
1570701887.101776123 0290 0.17542 -22.17259
1570701887.270133972 0291 0.18377 -22.91228
1570701887.434609890 0292 0.18888 -23.25090
1570701887.604680300 0293 0.19230 -23.51331
1570701887.768641710 0294 0.20095 -24.26217
1570701887.941437006 0295 0.20523 -24.55839
1570701888.106535196 0296 0.20651 -24.61282
1570701888.269772768 0297 0.25628 -24.49594
1570701888.433276892 0298 0.25628 -24.49594
1570701888.601148367 0299 0.25628 -24.49594
1570701888.768234730 0300 0.25604 -24.44494
1570701888.887180567 0301 0.27321 -24.36759
1570701889.644756317 0302 0.27148 -24.29884
1570701889.259819269 0303 0.27014 -24.22206
1570701889.384287357 0304 0.27056 -24.18940
1570701889.589648247 0305 0.27067 -24.06966
1570701889.715394974 0306 0.27190 -24.02611
1570701889.880239487 0307 0.28903 -23.98199
1570701890.729971886 0308 0.28858 -23.94017
1570701890.254063606 0309 0.28815 -23.92183
1570701890.381287575 0310 0.28784 -23.90235
1570701890.561790466 0311 0.28799 -23.86912
1570701890.708229780 0312 0.28738 -23.81698
1570701890.877141476 0313 0.29604 -22.73986
1570701891.593176842 0314 0.29757 -22.69402
1570701891.248535872 0315 0.29913 -22.60464
1570701891.408918619 0316 0.30036 -22.55938
1570701891.538477898 0317 0.30105 -22.53016
1570701891.738087893 0318 0.30079 -22.46656
1570701891.866670609 0319 0.30038 -22.42531
1570701892.991002321 0320 0.30753 -22.29926
1570701892.198733807 0321 0.30593 -22.25170
1570701892.430337429 0322 0.30405 -22.14800
1570701892.574555159 0323 0.30397 -22.09643
1570701892.695289373 0324 0.30497 -22.04830
1570701892.862531424 0325 0.30588 -22.00304
1570701893.434655190 0326 0.31752 -21.96637
1570701893.193897009 0327 0.31748 -21.93027
1570701893.400239944 0328 0.31638 -21.86152
1570701893.595309258 0329 0.31393 -21.77672
1570701893.696761131 0330 0.31158 -21.68333
1570701893.899608850 0331 0.32374 -21.61285
1570701894.194003820 0332 0.32286 -21.56816
1570701894.192417622 0333 0.32309 -21.53837
1570701894.351428032 0334 0.32267 -21.49597
1570701894.559999228 0335 0.32092 -21.43867
1570701894.685474873 0336 0.32080 -21.43237
1570701894.874551296 0337 0.33458 -21.35789
1570701895.137380600 0338 0.33501 -21.33325
1570701895.215519905 0339 0.33643 -21.32179
