Time(Sec),Frame,LO(m),AO(deg)
0.00000,0001,0.00000,49.26186
0.00307,0002,0.00000,49.25556
0.00418,0003,0.00000,49.25498
0.00525,0004,0.00000,49.25154
0.00827,0005,0.00000,49.25154
0.00913,0006,0.00000,49.25154
0.01559,0007,0.00000,49.24925
0.01715,0008,0.00000,49.24925
0.07315,0009,0.00000,49.19310
0.08389,0010,0.00000,49.18966
0.08516,0011,0.00000,49.18966
0.08735,0012,0.00000,49.18966
0.09177,0013,0.00000,49.18966
0.09261,0014,0.00000,49.18966
0.09534,0015,0.00000,49.18966
0.09719,0016,0.00000,49.18966
0.09851,0017,0.00000,49.18966
0.10505,0018,0.00000,49.18966
0.11460,0019,0.00000,49.18107
0.11548,0020,0.00000,49.18107
0.12004,0021,0.00000,49.18107
0.12504,0022,0.00000,49.18394
0.12826,0023,0.00000,49.18623
0.13239,0024,0.00000,49.18623
0.13888,0025,0.00000,49.18966
0.17440,0026,0.00000,49.19138
0.31327,0027,0.00000,49.20800
0.47602,0028,0.00000,49.22060
0.63983,0029,0.00000,49.20284
0.80582,0030,0.00000,49.17649
0.96986,0031,0.00000,49.17018
1.18942,0032,0.00000,49.17248
1.30525,0033,0.00000,49.17190
1.46983,0034,0.00000,49.16732
1.63685,0035,0.00000,49.16560
1.81447,0036,0.00000,49.17133
1.97735,0037,0.00000,49.18050
2.16772,0038,0.00000,49.19425
2.30199,0039,0.00000,49.21373
2.47018,0040,0.00000,49.22003
2.63559,0041,0.00000,49.22576
2.80541,0042,0.00000,49.23206
2.96931,0043,0.00000,49.23149
3.13756,0044,0.00000,49.23436
3.32144,0045,0.00000,49.23264
3.46975,0046,0.00000,49.23149
3.63685,0047,0.00000,49.23837
3.80285,0048,0.00000,49.24639
3.96866,0049,0.00000,49.25040
4.15638,0050,0.00000,49.25097
4.30212,0051,0.00000,49.25785
4.47319,0052,0.00000,49.26530
4.63666,0053,0.00000,49.26931
4.80533,0054,0.00000,49.27274
4.97004,0055,0.00000,49.27962
5.13702,0056,0.00000,49.27790
5.32320,0057,0.00000,49.28478
5.46903,0058,0.00000,49.28478
5.63547,0059,0.00000,49.28592
5.81237,0060,0.00000,49.29051
5.97087,0061,0.00000,49.17362
6.13793,0062,0.00000,49.19425
6.30325,0063,0.00000,49.15815
6.47014,0064,0.00000,49.23264
6.63604,0065,0.00000,49.27504
6.80629,0066,0.00000,49.32145
6.97055,0067,0.00000,49.41312
7.13866,0068,0.00000,49.39593
7.31901,0069,0.00000,49.45036
7.49084,0070,0.00000,49.45036
7.63704,0071,0.00000,49.45036
7.80311,0072,0.00000,49.45036
7.97095,0073,0.00000,49.45036
8.15468,0074,0.00000,49.45036
8.31932,0075,0.00000,49.45724
8.46996,0076,0.00000,49.45724
8.66040,0077,0.00000,49.45724
8.80560,0078,0.00000,49.45724
8.97027,0079,0.00000,49.45724
9.13992,0080,0.00000,49.45724
9.22540,0081,0.00000,49.46583
9.41595,0082,0.00000,49.47213
9.56205,0083,0.00000,49.49104
9.78051,0084,0.00000,49.50250
9.88714,0085,0.00000,49.50250
10.09336,0086,0.00000,49.50422
10.22223,0087,0.00000,49.50422
10.38462,0088,0.00000,49.50422
10.55194,0089,0.00000,49.52255
10.73943,0090,0.00000,49.52255
10.88002,0091,0.00000,49.52255
11.04815,0092,0.00000,49.52255
11.23698,0093,0.00000,49.52255
11.37701,0094,0.00000,49.52255
11.37701,0095,-0.11697,0.54339
11.54617,0096,-0.11683,0.55084
11.66082,0097,-0.10919,0.55084
11.86634,0098,-0.10919,0.55084
11.99303,0099,-0.10919,0.55084
12.15927,0100,-0.10919,0.55084
12.33297,0101,-0.10761,0.64137
12.53930,0102,-0.09742,0.70325
12.65667,0103,-0.09742,0.70325
12.82231,0104,-0.09742,0.70325
12.99928,0105,-0.08695,0.19403
13.15664,0106,-0.08695,0.19403
13.36352,0107,-0.08695,0.19403
13.48167,0108,-0.08695,0.19403
13.65237,0109,-0.08532,0.21408
13.83440,0110,-0.08488,0.23528
13.97885,0111,-0.08488,0.23528
14.14878,0112,-0.08488,0.23528
14.35942,0113,-0.08488,0.23528
14.47541,0114,-0.08488,0.23528
14.64512,0115,-0.08488,0.23528
14.80841,0116,-0.09086,0.23528
14.97623,0117,-0.09076,0.23929
15.14341,0118,-0.09076,0.23929
15.30357,0119,-0.09076,0.23929
15.51106,0120,-0.09076,0.23929
15.63944,0121,-0.09076,0.23929
15.81360,0122,-0.09076,0.23929
16.00011,0123,-0.07921,0.23929
16.13541,0124,-0.07921,0.23929
16.31429,0125,-0.07730,0.39113
16.51003,0126,-0.07730,0.39113
16.62906,0127,-0.07730,0.39113
16.79414,0128,-0.07730,0.39113
16.96786,0129,-0.09314,0.51991
17.12752,0130,-0.09314,0.51991
17.33092,0131,-0.09314,0.51991
17.50071,0132,-0.09301,0.52850
17.62408,0133,-0.09301,0.52850
17.81938,0134,-0.09301,0.52850
17.95709,0135,-0.09301,0.52850
18.12492,0136,-0.09301,0.52850
18.30557,0137,-0.09301,0.52850
18.45078,0138,-0.09301,0.52850
18.61511,0139,-0.09241,0.56231
18.78275,0140,-0.09118,0.64310
18.95811,0141,-0.09118,0.64310
19.13352,0142,-0.08990,0.64310
19.29991,0143,-0.08990,0.64310
19.49092,0144,-0.08990,0.64310
19.60922,0145,-0.08990,0.64310
19.79688,0146,-0.08990,0.64310
19.94039,0147,-0.08990,0.64310
20.11065,0148,-0.08990,0.64310
20.27538,0149,-0.08988,0.64653
20.43736,0150,-0.08988,0.64653
20.60703,0151,-0.05715,0.68917
20.81411,0152,-0.05715,0.68917
20.93390,0153,-0.05715,0.68917
21.14433,0154,-0.05715,0.68917
21.30815,0155,-0.05715,0.68917
21.43149,0156,-0.05715,0.68917
21.59839,0157,-0.05715,0.68917
21.81588,0158,-0.05664,0.73099
21.92704,0159,-0.05627,0.73844
22.10226,0160,-0.05705,1.07002
