Time(Sec),Frame,LO(m),AO(deg)
0.00000,0001,0.00000,49.10760
0.00179,0002,0.00000,49.08926
0.01313,0003,0.00000,49.02452
0.03462,0004,0.00000,48.97009
0.03543,0005,0.00000,48.97009
0.03933,0006,0.00000,48.97009
0.04122,0007,0.00000,48.96894
0.05675,0008,0.00000,48.96894
0.05722,0009,0.00000,48.96894
0.05992,0010,0.00000,48.96894
0.06359,0011,0.00000,48.96894
0.06841,0012,0.00000,48.96894
0.11136,0013,0.00000,48.96436
0.11814,0014,0.00000,48.96436
0.12043,0015,0.00000,48.96436
0.12117,0016,0.00000,48.96436
0.12208,0017,0.00000,48.96436
0.12849,0018,0.00000,48.96436
0.17269,0019,0.00000,48.96436
0.18703,0020,0.00000,48.95863
0.19524,0021,0.00000,48.95977
0.20111,0022,0.00000,48.95691
0.20485,0023,0.00000,48.95691
0.22332,0024,0.00000,48.95576
0.22459,0025,0.00000,48.95576
0.22578,0026,0.00000,48.95576
0.22620,0027,0.00000,48.95576
0.22772,0028,0.00000,48.95576
0.23634,0029,0.00000,48.95576
0.24328,0030,0.00000,48.95462
0.24703,0031,0.00000,48.95462
0.27146,0032,0.00000,48.95347
0.27224,0033,0.00000,48.95347
0.27246,0034,0.00000,48.95347
0.27677,0035,0.00000,48.95347
0.27736,0036,0.00000,48.95347
0.28293,0037,0.00000,48.95347
0.28387,0038,0.00000,48.95347
0.28409,0039,0.00000,48.95347
0.28432,0040,0.00000,48.95347
0.28498,0041,0.00000,48.95347
0.28564,0042,0.00000,48.95347
0.28597,0043,0.00000,48.95347
0.28708,0044,0.00000,48.95347
0.28817,0045,0.00000,48.95347
0.29032,0046,0.00000,48.95347
0.29125,0047,0.00000,48.95347
0.29229,0048,0.00000,48.95347
0.29282,0049,0.00000,48.95347
0.29411,0050,0.00000,48.95347
0.29755,0051,0.00000,48.95347
0.29924,0052,0.00000,48.95347
0.30027,0053,0.00000,48.95347
0.30578,0054,0.00000,48.94946
0.31206,0055,0.00000,48.94946
0.31231,0056,0.00000,48.94946
0.31293,0057,0.00000,48.94946
0.31310,0058,0.00000,48.94946
0.31324,0059,0.00000,48.94946
0.31344,0060,0.00000,48.94946
0.31369,0061,0.00000,48.94946
0.31389,0062,0.00000,48.94946
0.31406,0063,0.00000,48.94946
0.31425,0064,0.00000,48.94946
0.33455,0065,0.00000,48.94831
0.46204,0066,0.00000,48.93227
0.62974,0067,0.00000,48.92139
0.81746,0068,0.00000,48.90706
0.96791,0069,0.00000,48.89045
1.14822,0070,0.00000,48.87498
1.30833,0071,0.00000,48.86695
1.46451,0072,0.00000,48.85206
1.62814,0073,0.00000,48.84232
1.81518,0074,0.00000,48.81883
1.95940,0075,0.00000,48.80851
2.14286,0076,0.00000,48.79705
2.29623,0077,0.00000,48.77184
2.47546,0078,0.00000,48.76783
2.62714,0079,0.00000,48.76554
2.79449,0080,0.00000,48.73460
